,zillow_zip,zillow_month_day,zillow_rent_value_index,zillow_month
3727,10002,2017-05-31,3048.648547455713,2017-05
3869,10002,2017-06-30,3063.200277571396,2017-06
4011,10002,2017-07-31,3082.9226346733476,2017-07
4153,10002,2017-08-31,3084.6630177548345,2017-08
4295,10002,2017-09-30,3068.4771940368732,2017-09
4437,10002,2017-10-31,3036.079259431429,2017-10
4579,10002,2017-11-30,2990.7861792140166,2017-11
4721,10002,2017-12-31,2969.2211055867156,2017-12
4863,10002,2018-01-31,3002.1440031964617,2018-01
5005,10002,2018-02-28,3040.4057216472443,2018-02
5147,10002,2018-03-31,3078.6915334640466,2018-03
5289,10002,2018-04-30,3091.6558233291103,2018-04
5431,10002,2018-05-31,3113.506537530501,2018-05
5573,10002,2018-06-30,3130.622299898964,2018-06
5715,10002,2018-07-31,3147.1334026787126,2018-07
5857,10002,2018-08-31,3153.915207588241,2018-08
5999,10002,2018-09-30,3142.768135942697,2018-09
6141,10002,2018-10-31,3111.754810740253,2018-10
6283,10002,2018-11-30,3085.2988839613963,2018-11
6425,10002,2018-12-31,3079.0861840064745,2018-12
6567,10002,2019-01-31,3088.319649039604,2019-01
6709,10002,2019-02-28,3104.465141664554,2019-02
6851,10002,2019-03-31,3114.39702071283,2019-03
6993,10002,2019-04-30,3132.676915010873,2019-04
7135,10002,2019-05-31,3164.163267511835,2019-05
7277,10002,2019-06-30,3199.9129855923293,2019-06
7419,10002,2019-07-31,3229.0849340587642,2019-07
7561,10002,2019-08-31,3238.671625563765,2019-08
7703,10002,2019-09-30,3257.3526039027697,2019-09
7845,10002,2019-10-31,3247.608198136303,2019-10
7987,10002,2019-11-30,3210.959703538601,2019-11
8129,10002,2019-12-31,3195.803464424607,2019-12
8271,10002,2020-01-31,3181.5974034433266,2020-01
8413,10002,2020-02-29,3234.6160716684017,2020-02
8555,10002,2020-03-31,3228.615251463271,2020-03
8697,10002,2020-04-30,3237.2444870699433,2020-04
8839,10002,2020-05-31,3191.0253811408984,2020-05
8981,10002,2020-06-30,3143.4933716856353,2020-06
9123,10002,2020-07-31,3073.9745468380293,2020-07
9265,10002,2020-08-31,2963.843883211743,2020-08
9407,10002,2020-09-30,2841.011805867959,2020-09
9549,10002,2020-10-31,2710.9618597942863,2020-10
9691,10002,2020-11-30,2621.584770142259,2020-11
9833,10002,2020-12-31,2591.219182850455,2020-12
9975,10002,2021-01-31,2579.4665665178563,2021-01
10117,10002,2021-02-28,2601.634810496456,2021-02
10259,10002,2021-03-31,2626.62166017065,2021-03
10401,10002,2021-04-30,2709.7391918346675,2021-04
10543,10002,2021-05-31,2822.7530230203693,2021-05
10685,10002,2021-06-30,2962.795076323316,2021-06
10827,10002,2021-07-31,3116.1112406844873,2021-07
10969,10002,2021-08-31,3249.9845781315503,2021-08
11111,10002,2021-09-30,3341.5056151868794,2021-09
11253,10002,2021-10-31,3376.151750134452,2021-10
11395,10002,2021-11-30,3417.255890288852,2021-11
11537,10002,2021-12-31,3436.9353772424583,2021-12
11679,10002,2022-01-31,3487.732900587063,2022-01
11821,10002,2022-02-28,3508.468003616573,2022-02
11963,10002,2022-03-31,3564.962957825296,2022-03
12105,10002,2022-04-30,3618.5489346618456,2022-04
12247,10002,2022-05-31,3700.840579887877,2022-05
12389,10002,2022-06-30,3776.891321297591,2022-06
12531,10002,2022-07-31,3833.7771526578163,2022-07
12673,10002,2022-08-31,3865.455029605867,2022-08
12815,10002,2022-09-30,3859.8366363866194,2022-09
12957,10002,2022-10-31,3821.0101814931486,2022-10
13099,10002,2022-11-30,3748.681983395683,2022-11
13241,10002,2022-12-31,3688.5589857310656,2022-12
13383,10002,2023-01-31,3640.1751755189252,2023-01
63,10003,2015-03-31,3231.429496934944,2015-03
205,10003,2015-04-30,3285.429321807701,2015-04
347,10003,2015-05-31,3331.8649285514684,2015-05
489,10003,2015-06-30,3345.322633737433,2015-06
631,10003,2015-07-31,3353.124257659575,2015-07
773,10003,2015-08-31,3361.349184734528,2015-08
915,10003,2015-09-30,3352.0032271358314,2015-09
1057,10003,2015-10-31,3337.718424506067,2015-10
1199,10003,2015-11-30,3307.081555792414,2015-11
1341,10003,2015-12-31,3293.1295630068353,2015-12
1483,10003,2016-01-31,3289.7998310804555,2016-01
1625,10003,2016-02-29,3298.062770044793,2016-02
1767,10003,2016-03-31,3325.6439660895207,2016-03
1909,10003,2016-04-30,3325.435490268349,2016-04
2051,10003,2016-05-31,3362.9935643072117,2016-05
2193,10003,2016-06-30,3381.3811593282257,2016-06
2335,10003,2016-07-31,3412.6837180976668,2016-07
2477,10003,2016-08-31,3412.359415960952,2016-08
2619,10003,2016-09-30,3407.185724009509,2016-09
2761,10003,2016-10-31,3369.692985667153,2016-10
2903,10003,2016-11-30,3342.9807889579743,2016-11
3045,10003,2016-12-31,3305.7816144626813,2016-12
3187,10003,2017-01-31,3301.3152646513927,2017-01
3329,10003,2017-02-28,3304.003364532365,2017-02
3471,10003,2017-03-31,3327.4093555533445,2017-03
3613,10003,2017-04-30,3371.1802515568825,2017-04
3755,10003,2017-05-31,3401.714303684978,2017-05
3897,10003,2017-06-30,3435.6047982280793,2017-06
4039,10003,2017-07-31,3438.304127999173,2017-07
4181,10003,2017-08-31,3439.190892414621,2017-08
4323,10003,2017-09-30,3429.3508955081047,2017-09
4465,10003,2017-10-31,3420.6749253137655,2017-10
4607,10003,2017-11-30,3382.0606417569547,2017-11
4749,10003,2017-12-31,3325.010146458299,2017-12
4891,10003,2018-01-31,3297.216541939576,2018-01
5033,10003,2018-02-28,3302.6178705145344,2018-02
5175,10003,2018-03-31,3345.427031332475,2018-03
5317,10003,2018-04-30,3373.3294643775907,2018-04
5459,10003,2018-05-31,3417.958824320238,2018-05
5601,10003,2018-06-30,3445.3821295755524,2018-06
5743,10003,2018-07-31,3472.5759062822285,2018-07
5885,10003,2018-08-31,3489.677451740729,2018-08
6027,10003,2018-09-30,3492.986418586114,2018-09
6169,10003,2018-10-31,3480.0167645704228,2018-10
6311,10003,2018-11-30,3483.376282553278,2018-11
6453,10003,2018-12-31,3471.720027187201,2018-12
6595,10003,2019-01-31,3450.070467832272,2019-01
6737,10003,2019-02-28,3426.922259364797,2019-02
6879,10003,2019-03-31,3446.1604266945874,2019-03
7021,10003,2019-04-30,3487.371882583027,2019-04
7163,10003,2019-05-31,3519.329139123205,2019-05
7305,10003,2019-06-30,3538.1981555216607,2019-06
7447,10003,2019-07-31,3561.312378553065,2019-07
7589,10003,2019-08-31,3578.952401913642,2019-08
7731,10003,2019-09-30,3577.474680868369,2019-09
7873,10003,2019-10-31,3581.0073576222826,2019-10
8015,10003,2019-11-30,3556.2203107821033,2019-11
8157,10003,2019-12-31,3541.203737202265,2019-12
8299,10003,2020-01-31,3522.725712535936,2020-01
8441,10003,2020-02-29,3545.20219251712,2020-02
8583,10003,2020-03-31,3573.600936700567,2020-03
8725,10003,2020-04-30,3558.8584939045813,2020-04
8867,10003,2020-05-31,3512.7072604207647,2020-05
9009,10003,2020-06-30,3441.358505731031,2020-06
9151,10003,2020-07-31,3374.5125273994972,2020-07
9293,10003,2020-08-31,3257.2278240965725,2020-08
9435,10003,2020-09-30,3142.0216858685685,2020-09
9577,10003,2020-10-31,3014.3169055531753,2020-10
9719,10003,2020-11-30,2933.695359348444,2020-11
9861,10003,2020-12-31,2877.678865316643,2020-12
10003,10003,2021-01-31,2882.2559021735674,2021-01
10145,10003,2021-02-28,2902.34316076536,2021-02
10287,10003,2021-03-31,2962.709481340479,2021-03
10429,10003,2021-04-30,3012.728571352385,2021-04
10571,10003,2021-05-31,3132.5405765156074,2021-05
10713,10003,2021-06-30,3272.868156677448,2021-06
10855,10003,2021-07-31,3448.28532818978,2021-07
10997,10003,2021-08-31,3597.7911812042967,2021-08
11139,10003,2021-09-30,3688.380617498077,2021-09
11281,10003,2021-10-31,3759.7113008155766,2021-10
11423,10003,2021-11-30,3761.8551091511017,2021-11
11565,10003,2021-12-31,3806.788228586138,2021-12
11707,10003,2022-01-31,3852.755316331244,2022-01
11849,10003,2022-02-28,3947.101749610556,2022-02
11991,10003,2022-03-31,4031.5796725433756,2022-03
12133,10003,2022-04-30,4109.647006628442,2022-04
12275,10003,2022-05-31,4158.315055516357,2022-05
12417,10003,2022-06-30,4218.191237128175,2022-06
12559,10003,2022-07-31,4260.949012853585,2022-07
12701,10003,2022-08-31,4291.07858684963,2022-08
12843,10003,2022-09-30,4275.60874013743,2022-09
12985,10003,2022-10-31,4229.178607460818,2022-10
13127,10003,2022-11-30,4219.254752754998,2022-11
13269,10003,2022-12-31,4167.619416213,2022-12
13411,10003,2023-01-31,4165.333943833944,2023-01
138,10004,2015-03-31,3091.594709773195,2015-03
280,10004,2015-04-30,3146.0615918188273,2015-04
422,10004,2015-05-31,3143.128248577958,2015-05
564,10004,2015-06-30,3145.8165040805015,2015-06
706,10004,2015-07-31,3168.4552355385936,2015-07
848,10004,2015-08-31,3233.205952990039,2015-08
990,10004,2015-09-30,3300.6339291446507,2015-09
1132,10004,2015-10-31,3298.5398254320144,2015-10
1274,10004,2015-11-30,3357.4496490160163,2015-11
1416,10004,2015-12-31,3307.053916946475,2015-12
1558,10004,2016-01-31,3211.7034467110634,2016-01
1700,10004,2016-02-29,3069.463007632538,2016-02
1842,10004,2016-03-31,3098.1059453774046,2016-03
1984,10004,2016-04-30,3174.54311120053,2016-04
2126,10004,2016-05-31,3251.5460379111523,2016-05
2268,10004,2016-06-30,3223.3003383678965,2016-06
2410,10004,2016-07-31,3225.8741746583282,2016-07
2552,10004,2016-08-31,3225.920822698392,2016-08
2694,10004,2016-09-30,3247.166780497957,2016-09
2836,10004,2016-10-31,,2016-10
2978,10004,2016-11-30,3151.249650025057,2016-11
3120,10004,2016-12-31,3171.02153940811,2016-12
3262,10004,2017-01-31,3223.5030637444042,2017-01
3404,10004,2017-02-28,3231.2295630830376,2017-02
3546,10004,2017-03-31,3194.0169290516606,2017-03
3688,10004,2017-04-30,3173.7242842243504,2017-04
3830,10004,2017-05-31,3197.060879793453,2017-05
3972,10004,2017-06-30,3196.6201561621992,2017-06
4114,10004,2017-07-31,3259.3362746465136,2017-07
4256,10004,2017-08-31,3277.4006582897805,2017-08
4398,10004,2017-09-30,3301.1581824352143,2017-09
4540,10004,2017-10-31,3239.414164660866,2017-10
4682,10004,2017-11-30,3173.2705639021983,2017-11
4824,10004,2017-12-31,3150.130018074313,2017-12
4966,10004,2018-01-31,3152.0835594542555,2018-01
5108,10004,2018-02-28,3182.4561747738085,2018-02
5250,10004,2018-03-31,3149.8061134343443,2018-03
5392,10004,2018-04-30,3140.402079291322,2018-04
5534,10004,2018-05-31,3153.026702381449,2018-05
5676,10004,2018-06-30,3200.9764823332685,2018-06
5818,10004,2018-07-31,3270.233301959222,2018-07
5960,10004,2018-08-31,3286.8829441916937,2018-08
6102,10004,2018-09-30,3315.291166025664,2018-09
6244,10004,2018-10-31,3308.7204669051994,2018-10
6386,10004,2018-11-30,3276.206181846995,2018-11
6528,10004,2018-12-31,3204.67779310908,2018-12
6670,10004,2019-01-31,3206.083857843627,2019-01
6812,10004,2019-02-28,3214.5246990469823,2019-02
6954,10004,2019-03-31,3227.296667990477,2019-03
7096,10004,2019-04-30,3280.503803355737,2019-04
7238,10004,2019-05-31,3329.3382610911176,2019-05
7380,10004,2019-06-30,3410.1001543607517,2019-06
7522,10004,2019-07-31,3431.1386634905793,2019-07
7664,10004,2019-08-31,3461.392785794816,2019-08
7806,10004,2019-09-30,3468.845378904054,2019-09
7948,10004,2019-10-31,3443.117736235109,2019-10
8090,10004,2019-11-30,3400.273490540233,2019-11
8232,10004,2019-12-31,3380.908360046637,2019-12
8374,10004,2020-01-31,3343.9868389737017,2020-01
8516,10004,2020-02-29,3386.059600335274,2020-02
8658,10004,2020-03-31,3348.6347145161244,2020-03
8800,10004,2020-04-30,3329.1484814728,2020-04
8942,10004,2020-05-31,3258.2711958894283,2020-05
9084,10004,2020-06-30,3238.6962752550776,2020-06
9226,10004,2020-07-31,3206.378901975358,2020-07
9368,10004,2020-08-31,3104.626159089661,2020-08
9510,10004,2020-09-30,2959.1895063910943,2020-09
9652,10004,2020-10-31,2788.046949616601,2020-10
9794,10004,2020-11-30,2676.926146418068,2020-11
9936,10004,2020-12-31,2629.027398587079,2020-12
10078,10004,2021-01-31,2592.2865635494973,2021-01
10220,10004,2021-02-28,2637.078000690482,2021-02
10362,10004,2021-03-31,2744.068000102351,2021-03
10504,10004,2021-04-30,2868.546462587181,2021-04
10646,10004,2021-05-31,3011.785078257875,2021-05
10788,10004,2021-06-30,3125.061730964708,2021-06
10930,10004,2021-07-31,3360.561276011801,2021-07
11072,10004,2021-08-31,3477.5940414204747,2021-08
11214,10004,2021-09-30,3657.740933779076,2021-09
11356,10004,2021-10-31,3669.6201152185936,2021-10
11498,10004,2021-11-30,3724.2981764797028,2021-11
11640,10004,2021-12-31,3652.95390062802,2021-12
11782,10004,2022-01-31,3718.970333831964,2022-01
11924,10004,2022-02-28,3772.0598748121997,2022-02
12066,10004,2022-03-31,3902.302293366282,2022-03
12208,10004,2022-04-30,3881.6399530266817,2022-04
12350,10004,2022-05-31,3998.100645249209,2022-05
12492,10004,2022-06-30,4099.787711842409,2022-06
12634,10004,2022-07-31,4207.987220707236,2022-07
12776,10004,2022-08-31,4193.532980493149,2022-08
12918,10004,2022-09-30,4148.1466713177415,2022-09
13060,10004,2022-10-31,4051.074528317575,2022-10
13202,10004,2022-11-30,4017.192148586889,2022-11
13344,10004,2022-12-31,3903.5928868086494,2022-12
13486,10004,2023-01-31,3933.888888888889,2023-01
135,10005,2015-03-31,3327.355373782969,2015-03
277,10005,2015-04-30,3412.282196742913,2015-04
419,10005,2015-05-31,3454.404868807569,2015-05
561,10005,2015-06-30,3441.8058158894664,2015-06
703,10005,2015-07-31,3408.898755707642,2015-07
845,10005,2015-08-31,3424.570321069673,2015-08
987,10005,2015-09-30,3445.3424060354773,2015-09
1129,10005,2015-10-31,3441.673071274557,2015-10
1271,10005,2015-11-30,3407.2782223390363,2015-11
1413,10005,2015-12-31,3360.3556688243157,2015-12
1555,10005,2016-01-31,3338.7866179827724,2016-01
1697,10005,2016-02-29,3357.886494042517,2016-02
1839,10005,2016-03-31,3398.8864043681374,2016-03
1981,10005,2016-04-30,3425.922761050685,2016-04
2123,10005,2016-05-31,3422.715077130508,2016-05
2265,10005,2016-06-30,3424.3467248167285,2016-06
2407,10005,2016-07-31,3445.426822316316,2016-07
2549,10005,2016-08-31,3457.782637409162,2016-08
2691,10005,2016-09-30,3446.8109976349037,2016-09
2833,10005,2016-10-31,3393.698304158372,2016-10
2975,10005,2016-11-30,3374.163894669969,2016-11
3117,10005,2016-12-31,3323.7058423550743,2016-12
3259,10005,2017-01-31,3328.627873630684,2017-01
3401,10005,2017-02-28,3313.848939657028,2017-02
3543,10005,2017-03-31,3330.974457764729,2017-03
3685,10005,2017-04-30,3319.705196878077,2017-04
3827,10005,2017-05-31,3350.131251604173,2017-05
3969,10005,2017-06-30,3382.7947328157884,2017-06
4111,10005,2017-07-31,3462.5844054017302,2017-07
4253,10005,2017-08-31,3469.7399422599847,2017-08
4395,10005,2017-09-30,3483.463683760097,2017-09
4537,10005,2017-10-31,3455.2320278236516,2017-10
4679,10005,2017-11-30,3433.376962146005,2017-11
4821,10005,2017-12-31,3368.306006997599,2017-12
4963,10005,2018-01-31,3359.6886239694563,2018-01
5105,10005,2018-02-28,3364.7102638839287,2018-02
5247,10005,2018-03-31,3412.977643344229,2018-03
5389,10005,2018-04-30,3422.3506393357243,2018-04
5531,10005,2018-05-31,3447.021956352569,2018-05
5673,10005,2018-06-30,3467.0456291054875,2018-06
5815,10005,2018-07-31,3506.313172709149,2018-07
5957,10005,2018-08-31,3557.830006126499,2018-08
6099,10005,2018-09-30,3605.327670650919,2018-09
6241,10005,2018-10-31,3616.812518101898,2018-10
6383,10005,2018-11-30,3603.272399742504,2018-11
6525,10005,2018-12-31,3571.681981693582,2018-12
6667,10005,2019-01-31,3546.840078615296,2019-01
6809,10005,2019-02-28,3531.808437079856,2019-02
6951,10005,2019-03-31,3553.305909649134,2019-03
7093,10005,2019-04-30,3580.422844736534,2019-04
7235,10005,2019-05-31,3625.621086354031,2019-05
7377,10005,2019-06-30,3644.79680879423,2019-06
7519,10005,2019-07-31,3659.1650127943954,2019-07
7661,10005,2019-08-31,3651.869904072156,2019-08
7803,10005,2019-09-30,3656.245314748108,2019-09
7945,10005,2019-10-31,3633.192421414682,2019-10
8087,10005,2019-11-30,3618.731902274973,2019-11
8229,10005,2019-12-31,3579.650181582356,2019-12
8371,10005,2020-01-31,3622.359669695949,2020-01
8513,10005,2020-02-29,3636.515615603021,2020-02
8655,10005,2020-03-31,3705.639044292585,2020-03
8797,10005,2020-04-30,3679.894640609411,2020-04
8939,10005,2020-05-31,3657.7059716348213,2020-05
9081,10005,2020-06-30,3569.5464369821852,2020-06
9223,10005,2020-07-31,3493.751082398126,2020-07
9365,10005,2020-08-31,3381.095829307325,2020-08
9507,10005,2020-09-30,3186.917433870581,2020-09
9649,10005,2020-10-31,3086.527889053878,2020-10
9791,10005,2020-11-30,3050.723595597885,2020-11
9933,10005,2020-12-31,3121.1001578279283,2020-12
10075,10005,2021-01-31,3148.3720484050423,2021-01
10217,10005,2021-02-28,3151.584627606858,2021-02
10359,10005,2021-03-31,3189.855798880998,2021-03
10501,10005,2021-04-30,3222.8222563433565,2021-04
10643,10005,2021-05-31,3288.8718001284687,2021-05
10785,10005,2021-06-30,3355.7206070599177,2021-06
10927,10005,2021-07-31,3472.428374482273,2021-07
11069,10005,2021-08-31,3634.904080884823,2021-08
11211,10005,2021-09-30,3791.263516007066,2021-09
11353,10005,2021-10-31,3844.821525496126,2021-10
11495,10005,2021-11-30,3855.701787157127,2021-11
11637,10005,2021-12-31,3828.472939687805,2021-12
11779,10005,2022-01-31,3966.8834030224493,2022-01
11921,10005,2022-02-28,4044.375360005631,2022-02
12063,10005,2022-03-31,4147.443972354259,2022-03
12205,10005,2022-04-30,4139.567347093571,2022-04
12347,10005,2022-05-31,4262.715094125241,2022-05
12489,10005,2022-06-30,4371.710535645637,2022-06
12631,10005,2022-07-31,4340.3697183197355,2022-07
12773,10005,2022-08-31,4273.666518300208,2022-08
12915,10005,2022-09-30,4242.377775456015,2022-09
13057,10005,2022-10-31,4267.192611734662,2022-10
13199,10005,2022-11-30,4258.437352120835,2022-11
13341,10005,2022-12-31,4197.335496067559,2022-12
13483,10005,2023-01-31,4209.386781609195,2023-01
139,10006,2015-03-31,3197.6844473632063,2015-03
281,10006,2015-04-30,3202.567529946719,2015-04
423,10006,2015-05-31,3218.180939629736,2015-05
565,10006,2015-06-30,3276.6527318690464,2015-06
707,10006,2015-07-31,3357.29925099906,2015-07
849,10006,2015-08-31,3354.874487612057,2015-08
991,10006,2015-09-30,3350.762639481609,2015-09
1133,10006,2015-10-31,3327.264105386516,2015-10
1275,10006,2015-11-30,3314.9973704746644,2015-11
1417,10006,2015-12-31,3240.6550217577874,2015-12
1559,10006,2016-01-31,3143.774203350204,2016-01
1701,10006,2016-02-29,3120.3437413801666,2016-02
1843,10006,2016-03-31,3146.798833731965,2016-03
1985,10006,2016-04-30,3211.523582028989,2016-04
2127,10006,2016-05-31,3259.2452028779885,2016-05
2269,10006,2016-06-30,3286.033475416145,2016-06
2411,10006,2016-07-31,3281.852710978371,2016-07
2553,10006,2016-08-31,3274.444571948606,2016-08
2695,10006,2016-09-30,3321.5095180873054,2016-09
2837,10006,2016-10-31,3347.841607833847,2016-10
2979,10006,2016-11-30,3297.700461938345,2016-11
3121,10006,2016-12-31,3192.6355269471155,2016-12
3263,10006,2017-01-31,3164.8791789755473,2017-01
3405,10006,2017-02-28,3179.470789784973,2017-02
3547,10006,2017-03-31,3237.3376220078026,2017-03
3689,10006,2017-04-30,3239.605225563538,2017-04
3831,10006,2017-05-31,3258.621884695025,2017-05
3973,10006,2017-06-30,3240.9841744385917,2017-06
4115,10006,2017-07-31,3279.4486902396834,2017-07
4257,10006,2017-08-31,3308.222764451784,2017-08
4399,10006,2017-09-30,3320.889926970129,2017-09
4541,10006,2017-10-31,3296.5033267516988,2017-10
4683,10006,2017-11-30,3226.776953015448,2017-11
4825,10006,2017-12-31,3167.45845871862,2017-12
4967,10006,2018-01-31,3144.4426950853053,2018-01
5109,10006,2018-02-28,3178.286715029293,2018-02
5251,10006,2018-03-31,3215.0814680285084,2018-03
5393,10006,2018-04-30,3223.573825353599,2018-04
5535,10006,2018-05-31,3221.0424607323616,2018-05
5677,10006,2018-06-30,3280.8618109983577,2018-06
5819,10006,2018-07-31,3331.3284720407387,2018-07
5961,10006,2018-08-31,3372.7375314281817,2018-08
6103,10006,2018-09-30,3375.920597377617,2018-09
6245,10006,2018-10-31,3402.3635094019787,2018-10
6387,10006,2018-11-30,3385.8014703989465,2018-11
6529,10006,2018-12-31,3370.017124726193,2018-12
6671,10006,2019-01-31,3305.8673060871565,2019-01
6813,10006,2019-02-28,3286.2392684903243,2019-02
6955,10006,2019-03-31,3342.5989193355767,2019-03
7097,10006,2019-04-30,3394.452731390474,2019-04
7239,10006,2019-05-31,3454.238727518145,2019-05
7381,10006,2019-06-30,3447.8676973175434,2019-06
7523,10006,2019-07-31,3483.260437790619,2019-07
