,irs_zip_code,Total_income_A02650,Total_returns_N02650
0,0,139735730.0,2161240.0
1,35004,331183.0,5420.0
2,35005,139266.0001,3440.0
3,35006,66755.0001,1230.0
4,35007,776780.0,12600.0
5,35010,467529.0,8280.0
6,35014,88943.0001,1730.0
7,35016,435107.0,7700.0
8,35019,55316.0,1000.0
9,35020,282442.0,9570.0
10,35022,639408.0,10890.0
11,35023,524456.0,10660.0
12,35031,146045.0001,3080.0
13,35033,99276.0,1520.0
14,35034,59059.0,1580.0
15,35035,49174.0,590.0
16,35040,505101.0,8950.0
17,35042,121051.0,2350.0
18,35043,574810.0,6210.0
19,35044,151220.0,3350.0
20,35045,320258.0,6070.0
21,35046,154084.0,2440.0
22,35049,90462.0001,1650.0
23,35051,279160.0,3720.0
24,35053,105217.0,1290.0
25,35054,170242.0,1990.0
26,35055,520715.0,8700.0
27,35057,361875.0,5700.0
28,35058,265155.0,4490.0
29,35061,23341.0001,660.0
30,35062,207595.0,3410.0
31,35063,59752.0,1270.0
32,35064,152718.0,4340.0
33,35068,212475.0,4110.0
34,35071,545951.0,7810.0
35,35072,81034.0,1870.0
36,35073,40778.0,980.0
37,35077,269913.0,5660.0
38,35078,56135.0001,950.0
39,35079,231037.0,3970.0
40,35080,714428.0,8910.0
41,35083,67072.0001,1290.0
42,35085,181591.0,3590.0
43,35087,41667.0,930.0
44,35089,28379.0,740.0
45,35091,108222.0,1430.0
46,35094,417203.0,6690.0
47,35096,226857.0,3970.0
48,35097,41271.0,780.0
49,35098,28262.0,610.0
50,35111,520679.0,7730.0
51,35114,230365.0,3290.0
52,35115,290093.0,6020.0
53,35116,151603.0,2110.0
54,35117,185893.0,2800.0
55,35118,67382.0,1370.0
56,35120,408387.0,7080.0
57,35121,365619.0,6350.0
58,35124,1061455.0,12230.0
59,35125,234755.0,4680.0
60,35126,523321.0,9890.0
61,35127,248680.0,4760.0
62,35128,325182.0,4650.0
63,35130,61013.0,1300.0
64,35131,73757.0,1620.0
65,35133,90878.0,1730.0
66,35135,53221.0001,870.0
67,35136,38709.0,700.0
68,35143,88506.0,1390.0
69,35146,368679.0,5210.0
70,35147,185563.0,2420.0
71,35148,51131.0,1080.0
72,35150,338769.0,7450.0
73,35151,171133.0,3120.0
74,35160,451204.0,10120.0
75,35171,79483.0001,1440.0
76,35172,55535.0,1210.0
77,35173,1314695.0,13810.0
78,35175,145688.0,2270.0
79,35176,16522.0,340.0
80,35178,85839.0001,1640.0
81,35179,252698.0,4110.0
82,35180,378326.0,5940.0
83,35183,15141.0001,300.0
84,35184,111487.0001,2280.0
85,35186,170825.0,2230.0
86,35188,71573.0,1230.0
87,35203,175187.0,1510.0
88,35204,94188.0,3470.0
89,35205,512981.0,7830.0
90,35206,227961.0,6810.0
91,35207,91837.0,3280.0
92,35208,169439.0,5870.0
93,35209,1494213.0,11710.0
94,35210,461909.0,6880.0
95,35211,355193.0,10470.0
96,35212,199090.0,4530.0
97,35213,2037746.0,7070.0
98,35214,336066.0001,8710.0
99,35215,729646.0001,20830.0
100,35216,1643025.0,16390.0
101,35217,174267.0,5170.0
102,35218,68413.0001,2610.0
103,35221,50067.0001,1810.0
104,35222,407499.0,4000.0
105,35223,2448693.0,5420.0
106,35224,68068.0,2200.0
107,35226,1938911.0,17100.0
108,35228,131799.0,4410.0
109,35233,85333.0,970.0
110,35234,50159.0001,1880.0
111,35235,420899.0,9670.0
112,35242,3953890.0,26580.0
113,35243,1541978.0,10110.0
114,35244,1864158.0,17490.0
115,35401,373824.0,10240.0
116,35404,367133.0,8230.0
117,35405,971630.0,19360.0
118,35406,1108277.0,7230.0
119,35441,22524.0001,460.0
120,35442,73523.0,1940.0
121,35443,23676.0001,730.0
122,35444,89661.0001,1700.0
123,35446,45636.0,860.0
124,35447,57138.0001,1270.0
125,35452,96868.0,1660.0
126,35453,269642.0,5170.0
127,35456,92948.0001,1930.0
128,35458,13628.0002,240.0
129,35459,13257.0,340.0
130,35460,8724.0001,240.0
131,35461,36169.0,730.0
132,35462,68141.0001,1880.0
133,35463,44339.0,840.0
134,35464,5757.0001,200.0
135,35466,137761.0001,2300.0
136,35469,5516.0002,130.0
137,35470,83283.0,1810.0
138,35473,462425.0,7360.0
139,35474,160744.0,3190.0
140,35475,700185.0,7550.0
141,35476,152095.0,3470.0
142,35480,46033.0,790.0
143,35481,55778.0,1330.0
144,35490,110933.0001,1970.0
145,35501,177644.0,3810.0
146,35503,186379.0,3580.0
147,35504,367567.0,5490.0
148,35540,49123.0,1000.0
149,35541,104786.0,1460.0
150,35542,20791.0,460.0
151,35543,18062.0001,410.0
152,35544,10961.0001,260.0
153,35546,83195.0001,1620.0
154,35548,22915.0,580.0
155,35549,59741.0,1430.0
156,35550,92726.0001,1970.0
157,35552,18940.0,400.0
158,35553,94401.0,1710.0
159,35554,22361.0,430.0
160,35555,178573.0,3740.0
161,35563,81844.0001,1630.0
162,35564,35798.0,830.0
163,35565,279369.0,4970.0
164,35570,192844.0,4150.0
165,35571,15903.0001,370.0
166,35572,27719.0,430.0
167,35574,29791.0,540.0
168,35575,17109.0,390.0
169,35576,61088.0,1190.0
170,35578,84740.0,1890.0
171,35579,57192.0,1190.0
172,35580,76938.0001,1540.0
173,35581,91547.0001,1950.0
174,35582,109491.0,1690.0
175,35585,33411.0,650.0
176,35586,76163.0,1650.0
177,35587,16895.0001,340.0
178,35592,88160.0,1750.0
179,35593,32171.0,700.0
180,35594,165950.0,3040.0
181,35601,707179.0,14220.0
182,35603,1074489.0,14860.0
183,35610,41798.0,780.0
184,35611,592520.0,11180.0
185,35613,992733.0,11090.0
186,35614,170293.0,3260.0
187,35616,71623.0,1450.0
188,35618,32591.0,780.0
189,35619,122971.0,2170.0
190,35620,229980.0,4030.0
191,35621,69844.0001,1230.0
192,35622,141131.0,2780.0
193,35630,748465.0,13320.0
194,35633,515232.0,8880.0
195,35634,448398.0,4770.0
196,35640,841460.0,11490.0
197,35643,62848.0,1360.0
198,35645,433381.0,5990.0
199,35646,93251.0,1850.0
200,35647,26839.0,470.0
201,35648,90316.0001,1620.0
202,35650,309910.0,5760.0
203,35651,21995.0,440.0
204,35652,237313.0,3640.0
205,35653,206611.0,4470.0
206,35654,142613.0,3220.0
207,35660,163168.0,3900.0
208,35661,569736.0,8370.0
209,35670,195177.0,3330.0
210,35671,56009.0,950.0
211,35672,132180.0,2540.0
212,35673,201318.0,3520.0
213,35674,477133.0,8580.0
214,35677,36022.0,760.0
215,35739,138993.0,2420.0
216,35740,62121.0,1340.0
217,35741,219468.0,1770.0
218,35744,47362.0,1020.0
219,35746,16261.0001,340.0
220,35747,170281.0,2640.0
221,35748,389951.0,3580.0
222,35749,984188.0,13370.0
223,35750,379555.0,6520.0
224,35751,5069.0002,100.0
225,35752,40825.0,850.0
226,35754,153469.0,2390.0
227,35755,20997.0001,310.0
228,35756,1090235.0,10940.0
229,35757,720221.0,8610.0
230,35758,2287564.0,22320.0
231,35759,405320.0,5400.0
232,35760,129272.0,2210.0
233,35761,409801.0,5770.0
234,35763,1202641.0,9810.0
235,35764,10041.0001,240.0
236,35765,68420.0,1480.0
237,35768,251161.0,4980.0
238,35769,346955.0,4480.0
239,35771,68461.0001,1440.0
240,35772,88149.0,1870.0
241,35773,381241.0,6250.0
242,35775,12173.0001,290.0
243,35776,73498.0001,1450.0
244,35801,1603625.0,10680.0
245,35802,1484158.0,11780.0
246,35803,1268585.0,14500.0
247,35805,247262.0001,8210.0
248,35806,1127982.0,13180.0
249,35808,42502.0002,440.0
250,35810,525439.0,14580.0
251,35811,1009664.0,13700.0
252,35816,190171.0001,6160.0
253,35824,448697.0,4950.0
254,35901,468714.0,7740.0
255,35903,322906.0,7430.0
256,35904,223890.0,5620.0
257,35905,154796.0,2800.0
258,35906,269621.0,4670.0
259,35907,288141.0,4140.0
260,35950,407391.0,8970.0
261,35951,235893.0,5310.0
262,35952,133902.0001,2800.0
263,35953,178493.0,3180.0
264,35954,205073.0,4920.0
265,35956,183460.0,3780.0
266,35957,304738.0,6600.0
267,35958,60385.0,1230.0
268,35959,102355.0,2010.0
269,35960,217714.0,4000.0
270,35961,94719.0001,2390.0
271,35962,123156.0001,2860.0
272,35963,27261.0,680.0
273,35966,68777.0,1370.0
274,35967,323045.0,6630.0
275,35968,123321.0,2300.0
276,35971,89460.0001,1860.0
277,35972,29146.0,530.0
278,35973,50663.0,1100.0
279,35974,31401.0,770.0
280,35975,19970.0,390.0
281,35976,648031.0,7540.0
282,35978,109315.0001,2110.0
283,35979,23865.0,540.0
284,35980,85484.0001,1960.0
285,35981,38031.0,810.0
286,35983,82313.0001,1610.0
287,35984,46635.0001,880.0
288,35986,181551.0,3400.0
289,35987,50942.0,1070.0
290,35988,30954.0,720.0
291,35989,68512.0,1340.0
292,36003,38088.0,810.0
293,36005,35936.0,730.0
294,36006,28759.0,580.0
295,36009,59309.0,1130.0
296,36010,95201.0001,2080.0
297,36013,25053.0003,200.0
298,36016,51806.0,1400.0
299,36017,19156.0001,860.0
300,36020,27143.0,550.0
301,36022,426675.0,6290.0
302,36024,197233.0,2810.0
303,36025,87255.0,2170.0
304,36026,39827.0001,440.0
305,36027,301435.0,6300.0
306,36028,30957.0,670.0
307,36029,29360.0001,420.0
308,36030,7630.0001,210.0
309,36032,41339.0,1060.0
310,36033,65574.0001,1570.0
311,36034,14384.0001,330.0
312,36035,43361.0,860.0
313,36036,38427.0,830.0
314,36037,260649.0,5680.0
315,36039,3697.0002,110.0
316,36040,50713.0,1500.0
317,36041,25333.0,600.0
318,36042,27333.0,600.0
319,36043,97186.0,1680.0
320,36046,28149.0,600.0
321,36047,25306.0001,600.0
322,36048,20057.0,510.0
323,36049,112189.0,2320.0
324,36051,48922.0,990.0
325,36052,40009.0,400.0
326,36053,27494.0,770.0
327,36054,383222.0,7030.0
328,36064,652183.0,5830.0
329,36066,659182.0,9850.0
330,36067,675212.0,11610.0
331,36069,42597.0,840.0
332,36071,12705.0,350.0
333,36075,39170.0,860.0
334,36078,306827.0,5840.0
335,36079,219238.0,4140.0
336,36080,83049.0,1160.0
337,36081,342684.0,5940.0
338,36083,118409.0001,3390.0
339,36088,29826.0,990.0
340,36089,109391.0001,3190.0
341,36091,77790.0001,1580.0
342,36092,529880.0,9510.0
343,36093,449098.0,5520.0
344,36104,122441.0,2770.0
345,36105,155219.0001,4490.0
346,36106,510965.0,6780.0
347,36107,92141.0,2990.0
348,36108,226838.0001,7500.0
349,36109,560099.0,11330.0
350,36110,137987.0,4890.0
351,36111,443426.0,5880.0
352,36113,24335.0002,310.0
353,36115,12255.0003,230.0
354,36116,871458.0,19210.0
355,36117,1798234.0,23680.0
356,36201,215151.0,6610.0
357,36203,496283.0,8810.0
358,36205,16353.0001,330.0
359,36206,202000.0,4860.0
360,36207,579418.0,8680.0
361,36250,122984.0,2240.0
362,36251,103410.0,2080.0
363,36255,45523.0,400.0
364,36256,30507.0,620.0
365,36258,35138.0,700.0
366,36260,81645.0,1750.0
367,36262,26481.0,560.0
368,36263,12592.0001,220.0
369,36264,197339.0,3640.0
370,36265,417153.0,8040.0
371,36266,118597.0,2300.0
372,36268,125528.0001,2550.0
373,36269,24483.0001,500.0
374,36271,140390.0,2680.0
375,36272,229428.0,5010.0
376,36273,63172.0001,1080.0
377,36274,188403.0,4520.0
378,36276,40936.0,890.0
379,36277,118763.0,2490.0
380,36278,141096.0,2110.0
381,36279,55546.0,1110.0
382,36280,78646.0,1580.0
383,36301,827892.0,16380.0
384,36303,814178.0,13370.0
385,36305,682912.0,7320.0
386,36310,128192.0,2590.0
387,36311,56285.0,1090.0
388,36312,140195.0,2610.0
389,36314,11427.0001,240.0
390,36316,46637.0,800.0
391,36317,8593.0002,160.0
392,36318,28179.0,510.0
393,36319,53863.0001,1000.0
394,36320,64357.0,1480.0
395,36321,41955.0,840.0
396,36322,161260.0,3610.0
397,36323,144075.0,3080.0
398,36330,1045498.0,16350.0
399,36340,93566.0,2110.0
400,36343,23073.0,570.0
401,36344,113670.0,2330.0
402,36345,252104.0,3950.0
403,36346,31301.0,600.0
404,36350,192624.0,3400.0
405,36351,95574.0,1620.0
406,36352,150229.0,2350.0
407,36353,41109.0,800.0
408,36360,395817.0,8330.0
409,36362,81205.0,1400.0
410,36370,18696.0,420.0
411,36373,9866.0002,230.0
412,36374,28250.0,490.0
413,36375,149741.0,3030.0
414,36376,41042.0,940.0
415,36401,124095.0,2940.0
416,36420,255741.0,4660.0
417,36421,244911.0,3900.0
418,36425,10873.0001,320.0
419,36426,283214.0,5940.0
420,36432,37712.0,960.0
421,36435,6369.0001,200.0
422,36436,9812.0002,210.0
423,36441,75526.0001,1520.0
424,36442,51621.0,1210.0
425,36444,9278.0001,210.0
426,36445,73012.0,1640.0
427,36451,113744.0,1940.0
428,36453,49145.0,940.0
429,36456,33455.0,710.0
430,36460,189699.0,3640.0
431,36467,182250.0,3860.0
432,36471,13757.0001,370.0
433,36474,55383.0,1160.0
434,36475,31964.0,740.0
435,36477,88522.0,1790.0
436,36480,35274.0,720.0
437,36481,3045.0001,110.0
438,36482,14124.0001,410.0
439,36483,6501.0002,160.0
440,36502,293197.0,6590.0
441,36505,38368.0,640.0
442,36507,448261.0,8510.0
443,36509,31705.0,830.0
444,36511,14310.0001,370.0
445,36518,67899.0001,1040.0
446,36521,117175.0001,2080.0
447,36522,146154.0,2970.0
448,36523,56311.0001,1110.0
449,36524,20174.0001,450.0
450,36525,46937.0,800.0
451,36526,1387915.0,17400.0
452,36527,835883.0,8120.0
453,36528,72066.0,870.0
454,36529,11939.0,230.0
455,36530,239859.0,3630.0
456,36532,1698375.0,16080.0
457,36535,814933.0,16240.0
458,36538,5395.0001,140.0
459,36539,14791.0001,290.0
460,36540,13477.0001,400.0
461,36541,340608.0,6310.0
462,36542,541370.0,7720.0
463,36544,214789.0,4860.0
464,36545,192757.0,3830.0
465,36548,28164.0,460.0
466,36549,157872.0,2600.0
467,36550,4311.0002,100.0
468,36551,254843.0,4470.0
469,36553,59243.0,1350.0
470,36555,60467.0,650.0
471,36558,73634.0001,1350.0
472,36560,51817.0,1380.0
473,36561,517968.0,4610.0
474,36562,36316.0,740.0
475,36567,328168.0,6370.0
476,36569,17875.0001,320.0
477,36571,487382.0,7600.0
478,36572,212454.0,3120.0
479,36574,37507.0,650.0
480,36575,511939.0,9320.0
481,36576,130891.0,2400.0
482,36578,58729.0,970.0
483,36579,40802.0001,700.0
484,36580,150103.0,3010.0
485,36582,610924.0,10700.0
486,36583,15005.0002,270.0
487,36584,15353.0,300.0
488,36585,20116.0,380.0
489,36587,220607.0,4400.0
490,36602,47308.0,590.0
491,36603,75106.0,2590.0
492,36604,253237.0,3880.0
493,36605,406031.0,11080.0
494,36606,375855.0,8510.0
495,36607,172384.0,2630.0
496,36608,1405409.0,16830.0
497,36609,580707.0,10980.0
498,36610,96830.0001,4050.0
499,36611,87923.0,2620.0
500,36612,40551.0,1610.0
501,36613,197764.0001,5010.0
502,36617,183664.0,5150.0
503,36618,329996.0,8060.0
504,36619,422118.0,6680.0
505,36693,597468.0,9010.0
506,36695,1601326.0,23170.0
507,36701,374123.0,8620.0
508,36703,139915.0001,4240.0
509,36720,8807.0001,320.0
510,36722,5199.0002,160.0
511,36726,82442.0,1860.0
512,36728,9497.0001,250.0
513,36732,200476.0,3590.0
514,36736,21818.0001,560.0
515,36738,16870.0001,410.0
516,36740,18145.0001,490.0
517,36742,52111.0001,940.0
518,36744,104572.0001,2680.0
519,36748,64474.0001,1290.0
520,36749,16065.0002,360.0
521,36750,64610.0001,1240.0
522,36751,10106.0,380.0
523,36752,44531.0001,740.0
524,36754,4217.0002,110.0
525,36756,80886.0001,2040.0
526,36758,25295.0,520.0
527,36759,24567.0001,620.0
528,36761,16040.0001,380.0
529,36765,16492.0001,500.0
530,36767,23117.0001,700.0
531,36768,11005.0001,310.0
532,36769,40175.0,1130.0
533,36773,5525.0001,150.0
534,36775,14521.0001,320.0
535,36776,21038.0001,640.0
536,36782,43298.0,980.0
537,36783,16475.0001,320.0
538,36784,161418.0,3130.0
539,36785,21623.0001,480.0
540,36786,34543.0001,1240.0
541,36790,6354.0002,110.0
542,36792,25285.0,500.0
543,36793,11395.0002,220.0
544,36801,671465.0,10860.0
545,36804,496225.0,9180.0
546,36830,1672104.0,17640.0
547,36832,503229.0,9320.0
548,36850,43569.0,1100.0
549,36852,49754.0,1120.0
550,36853,324018.0,3850.0
551,36854,318488.0,6970.0
552,36855,27531.0,580.0
553,36856,155707.0001,3210.0
554,36858,7565.0001,190.0
555,36860,20293.0001,590.0
556,36861,99471.0,1390.0
557,36862,107154.0,2410.0
558,36863,209824.0,5050.0
559,36866,80744.0001,1710.0
560,36867,457964.0,9130.0
561,36869,310455.0001,8580.0
562,36870,399631.0,7950.0
563,36871,20825.0001,450.0
564,36874,248596.0,4000.0
565,36875,100440.0,1960.0
566,36877,325034.0,5520.0
567,36879,117225.0,1230.0
568,36904,86560.0,1580.0
569,36907,25699.0,680.0
570,36908,51356.0,900.0
571,36912,26157.0,730.0
572,36915,11873.0001,230.0
573,36916,10730.0001,230.0
574,36919,34102.0,760.0
575,36921,21795.0,390.0
576,36922,8440.0001,220.0
577,36925,36350.0,1160.0
578,99999,2347310.0,26500.0
579,0,26743310.0,349890.0
580,99501,642658.0,8050.0
581,99502,1042892.0,11870.0
582,99503,486917.0,7460.0
583,99504,1204557.0,19660.0
584,99505,108071.0001,2240.0
585,99506,123853.0,2740.0
586,99507,1578082.0,18500.0
587,99508,910770.0,15630.0
588,99515,1067666.0,11050.0
589,99516,1632677.0,9810.0
590,99517,724673.0,8130.0
591,99518,406795.0,5360.0
592,99540,13504.0002,140.0
593,99556,72268.0001,1210.0
594,99559,187623.0,2850.0
595,99567,364790.0,4130.0
596,99568,9700.0002,150.0
597,99572,15082.0001,220.0
598,99573,24254.0001,450.0
599,99577,1276541.0,12970.0
600,99586,11059.0003,200.0
601,99588,46684.0001,670.0
602,99603,432633.0,5750.0
603,99610,78814.0,1160.0
604,99611,510643.0,6770.0
605,99615,434240.0,6120.0
606,99631,8787.0002,140.0
607,99639,38370.0001,650.0
608,99645,1130230.0,13920.0
609,99654,1253608.0,16290.0
610,99664,148855.0,2510.0
611,99669,656977.0,8040.0
612,99672,133477.0,1740.0
613,99674,41870.0,710.0
614,99676,54652.0001,980.0
615,99686,162128.0,1950.0
616,99688,93597.0,1440.0
617,99701,509227.0,8530.0
618,99702,65198.0,1340.0
619,99703,130391.0001,3100.0
620,99705,685985.0,9620.0
621,99709,915653.0,11090.0
622,99712,379803.0,4360.0
623,99714,35041.0,490.0
624,99737,144379.0,1920.0
625,99743,40879.0001,560.0
626,99760,19587.0001,330.0
627,99780,43511.0,790.0
628,99801,982665.0,12370.0
629,99824,90660.0,1120.0
630,99827,77692.0,1240.0
631,99833,115968.0,1680.0
632,99835,322112.0,4480.0
633,99901,427768.0,6290.0
634,99999,4626794.0,69010.0
635,0,246763913.0,3322390.0
636,85003,401550.0,4480.0
637,85004,381455.0,4660.0
638,85006,472993.0,10270.0
639,85007,357515.0,6340.0
640,85008,1060548.0,25780.0
641,85009,601657.0,18510.0
642,85012,591792.0,4580.0
643,85013,923120.0,11440.0
644,85014,998785.0,13710.0
645,85015,709536.0,17550.0
646,85016,2800614.0,20270.0
647,85017,464619.0001,15100.0
648,85018,3646537.0,18310.0
649,85019,403807.0001,11690.0
650,85020,1437158.0,17110.0
651,85021,1366059.0,17920.0
652,85022,1691606.0,24780.0
653,85023,1116934.0,16550.0
654,85024,996818.0,13310.0
655,85027,1085528.0,18970.0
656,85028,1427749.0,10540.0
657,85029,948960.0,21350.0
658,85031,429772.0,13000.0
659,85032,1967475.0,32370.0
660,85033,806781.0,24090.0
661,85034,106977.0001,2490.0
662,85035,710246.0,21600.0
663,85037,954648.0,23390.0
664,85040,561214.0,14550.0
665,85041,1291222.0,28740.0
666,85042,1211306.0,21360.0
667,85043,738993.0,16710.0
668,85044,1843626.0,20710.0
669,85045,514992.0,3860.0
670,85048,2019736.0,17190.0
671,85050,1986408.0,15860.0
672,85051,801549.0,20520.0
673,85053,718694.0,14520.0
674,85054,540544.0,5270.0
675,85083,1045141.0,8980.0
676,85085,1426664.0,13880.0
677,85086,1952374.0,19160.0
678,85087,431361.0,4720.0
679,85118,589951.0,6430.0
680,85119,599882.0,9990.0
681,85120,567458.0,13320.0
682,85122,1255985.0,25150.0
683,85128,306713.0,6980.0
684,85131,235479.0,5340.0
685,85132,638686.0,11930.0
686,85137,41063.0,850.0
687,85138,1320080.0,21820.0
688,85139,472333.0,8730.0
689,85140,1407499.0,20080.0
690,85141,3429.0,100.0
691,85142,3564523.0,37320.0
692,85143,1015608.0,18180.0
693,85145,64777.0,1140.0
694,85172,32621.0001,740.0
695,85173,48119.0,1100.0
696,85192,19708.0001,480.0
697,85193,64355.0,1500.0
698,85194,248161.0,3360.0
699,85201,966703.0,22940.0
700,85202,998326.0,19860.0
701,85203,979529.0,16430.0
702,85204,1280369.0,28110.0
703,85205,1532526.0,20410.0
704,85206,1027982.0,17170.0
705,85207,2328311.0,23390.0
706,85208,803344.0,16650.0
707,85209,1333645.0,20140.0
708,85210,821917.0,18410.0
709,85212,2001871.0,22170.0
710,85213,1473973.0,15780.0
711,85215,759259.0,8320.0
712,85224,1643415.0,23590.0
713,85225,2064752.0,34990.0
714,85226,1888422.0,20620.0
715,85233,1551979.0,19060.0
716,85234,2247108.0,23280.0
717,85248,2438585.0,18760.0
718,85249,2766001.0,20720.0
719,85250,1059335.0,9350.0
720,85251,2572662.0,21750.0
721,85253,5734634.0,8200.0
722,85254,3219930.0,22990.0
723,85255,6369106.0,22460.0
724,85256,98382.0002,2300.0
725,85257,1018380.0,15590.0
726,85258,2117462.0,13220.0
727,85259,2322670.0,10980.0
728,85260,2914284.0,20100.0
729,85262,2820523.0,6740.0
730,85263,323409.0,1700.0
731,85264,63166.0002,730.0
732,85266,1369229.0,5750.0
733,85268,1572129.0,12110.0
734,85281,1298357.0,27390.0
735,85282,1534946.0,26610.0
736,85283,1581883.0,22870.0
737,85284,1620572.0,10010.0
738,85286,2478202.0,22590.0
739,85295,2175162.0,23770.0
740,85296,2143116.0,22570.0
741,85297,1633960.0,15120.0
742,85298,2138918.0,17190.0
743,85301,850614.0,25770.0
744,85302,861491.0,18990.0
745,85303,656955.0,15110.0
746,85304,801556.0,13160.0
747,85305,450716.0,7420.0
748,85306,651222.0,11690.0
749,85307,288928.0,5330.0
750,85308,2418225.0,32090.0
751,85309,8428.0001,330.0
752,85310,942920.0,9420.0
753,85321,59656.0,1450.0
754,85322,14510.0002,280.0
755,85323,909265.0,20240.0
756,85324,62763.0001,1340.0
757,85326,1662787.0,31790.0
758,85331,2159802.0,14890.0
759,85333,6314.0002,180.0
760,85335,684384.0,15900.0
761,85337,41443.0,1040.0
762,85338,2054904.0,30020.0
763,85339,1248545.0,22380.0
764,85340,1529202.0,16910.0
765,85342,41613.0002,710.0
766,85344,206447.0,4530.0
767,85345,1343114.0,28420.0
768,85347,9636.0002,150.0
769,85348,37934.0001,790.0
770,85350,315980.0,8080.0
771,85351,788696.0,15570.0
772,85353,894907.0,19710.0
773,85354,154672.0001,3340.0
774,85355,529505.0,6310.0
775,85356,84840.0001,1660.0
776,85361,196481.0,3350.0
777,85363,124743.0,3050.0
778,85364,1602760.0,31650.0
779,85365,1396138.0,21840.0
780,85367,533977.0,8760.0
781,85373,565079.0,9140.0
782,85374,1274289.0,20070.0
783,85375,1042594.0,14600.0
784,85379,1489750.0,22280.0
785,85381,921698.0,13130.0
786,85382,1490294.0,21010.0
787,85383,3996735.0,32090.0
788,85387,745549.0,9530.0
789,85388,950949.0,13970.0
790,85390,314911.0,3950.0
791,85392,1032169.0,18650.0
792,85395,1489255.0,16250.0
793,85396,1415777.0,16810.0
794,85501,197119.0,3760.0
795,85533,65575.0,1070.0
796,85534,51607.0,930.0
797,85539,51889.0,1140.0
798,85540,110042.0,1400.0
799,85541,651954.0,10380.0
800,85542,31596.0002,1020.0
801,85543,93911.0001,1560.0
802,85544,98791.0,1390.0
803,85545,11235.0002,210.0
804,85546,371379.0,6830.0
805,85552,190713.0,2780.0
806,85602,229141.0,4410.0
807,85603,135413.0,2920.0
808,85606,17465.0001,360.0
809,85607,254950.0001,7510.0
810,85610,21977.0001,430.0
811,85611,24901.0001,350.0
812,85613,63801.0,1240.0
813,85614,863370.0,12540.0
814,85615,318134.0,4370.0
815,85616,105755.0001,2280.0
816,85617,21434.0001,440.0
817,85621,373477.0,9920.0
818,85622,297090.0,3730.0
819,85623,242057.0,2770.0
820,85624,38686.0001,560.0
821,85625,43902.0001,900.0
822,85629,922187.0,13160.0
823,85630,60197.0001,1040.0
824,85631,53478.0,1330.0
825,85632,16606.0001,330.0
826,85634,87341.0001,2320.0
827,85635,892160.0,16170.0
828,85637,69113.0,720.0
829,85638,37014.0,900.0
830,85640,20793.0001,350.0
831,85641,1164606.0,13380.0
832,85643,140215.0,2860.0
833,85645,33771.0,790.0
834,85648,446948.0,9510.0
835,85650,543531.0,6930.0
836,85653,573194.0,8880.0
837,85658,815389.0,7340.0
838,85701,161459.0,2730.0
839,85704,1285740.0,16760.0
840,85705,767460.0,23580.0
841,85706,777577.0001,23740.0
842,85708,62471.0,1160.0
843,85710,1324642.0,28000.0
844,85711,894624.0,19230.0
845,85712,784985.0,15280.0
846,85713,727697.0,20020.0
847,85714,200489.0,6280.0
848,85715,820369.0,9540.0
849,85716,831822.0,15140.0
850,85718,2567223.0,14660.0
851,85719,812242.0,16310.0
852,85730,907382.0,19020.0
853,85735,219985.0,4640.0
854,85736,64966.0,1640.0
855,85737,1182711.0,11440.0
856,85739,762264.0,8960.0
857,85741,912262.0,16380.0
858,85742,1195002.0,14910.0
859,85743,1063197.0,14030.0
860,85745,1187501.0,17800.0
861,85746,809696.0,19450.0
862,85747,1066953.0,12600.0
863,85748,792519.0,9590.0
864,85749,1146888.0,9520.0
865,85750,1852854.0,12450.0
866,85755,1226579.0,8910.0
867,85756,681873.0,14970.0
868,85757,475575.0,9910.0
869,85901,455437.0,7640.0
870,85920,20030.0001,260.0
871,85924,39516.0,950.0
872,85925,95383.0001,1730.0
873,85928,34766.0,550.0
874,85929,222304.0,3860.0
875,85935,167778.0,2140.0
876,85936,78392.0001,1500.0
877,85937,200111.0,3550.0
878,85938,51174.0,1030.0
879,86001,1053946.0,13840.0
880,86004,1203383.0,18090.0
881,86015,46494.0,560.0
882,86022,33324.0001,840.0
883,86024,30699.0001,340.0
884,86025,104408.0,2410.0
885,86030,12939.0001,410.0
886,86034,24681.0001,700.0
887,86036,4871.0002,140.0
888,86039,20218.0001,610.0
889,86042,19791.0002,600.0
890,86043,18045.0001,610.0
891,86044,43255.0001,1270.0
892,86045,178279.0001,4290.0
893,86046,167528.0,3110.0
894,86047,229889.0,5470.0
895,86301,942890.0,12690.0
896,86303,772585.0,9030.0
897,86305,1004397.0,9890.0
898,86314,959277.0,18810.0
899,86315,412503.0,5090.0
900,86321,72830.0,940.0
901,86322,303823.0,5880.0
902,86323,503864.0,9210.0
903,86324,141048.0,2240.0
904,86325,188791.0,2670.0
905,86326,609140.0,12200.0
906,86327,338437.0,5770.0
907,86332,34677.0,670.0
908,86333,108612.0001,2550.0
909,86334,112203.0001,2130.0
910,86335,101799.0,2210.0
911,86336,631154.0,5590.0
912,86351,347078.0,3110.0
913,86401,753884.0,12240.0
914,86403,533034.0,8340.0
915,86404,544019.0,8240.0
916,86406,807790.0,11310.0
917,86409,524470.0,11760.0
918,86413,157929.0001,4080.0
919,86426,352877.0,6930.0
920,86429,195698.0,3430.0
921,86434,23370.0003,590.0
922,86436,34408.0,810.0
923,86440,133508.0001,2930.0
