RegionName,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023
11242,"1,905.90","1,875.50","1,930.00","1,965.30","2,024.60","2,028.30","2,061.00","2,068.30","2,070.10","2,051.90","2,039.60","2,041.00","2,100.70","2,133.70","2,166.20","2,158.70","2,161.30","2,160.90","2,149.00","2,140.10","2,158.10","2,185.50","2,193.40","2,171.70","2,168.40","2,203.90","2,189.10","2,165.80","2,143.10","2,185.00","2,221.10","2,226.70","2,218.70","2,202.50","2,197.60","2,188.40","2,194.50","2,213.30","2,226.10","2,254.60","2,254.20","2,268.30","2,260.40","2,268.80","2,298.70","2,275.60","2,290.60","2,270.70","2,322.80","2,312.50","2,334.80","2,338.30","2,370.70","2,379.00","2,377.70","2,367.60","2,351.90","2,381.20","2,392.40","2,435.20","2,417.60","2,428.90","2,428.50","2,414.30","2,401.90","2,355.10","2,317.90","2,260.90","2,233.60","2,211.90","2,226.00","2,197.40","2,191.40","2,148.70","2,212.20","2,277.90","2,365.30","2,396.50","2,413.20","2,450.00","2,456.40","2,512.30","2,516.80","2,516.90","2,488.40","2,524.50","2,669.30","2,815.00","2,932.60","2,951.00","2,977.60","2,978.70","2,965.60","2,903.30","2,850.70","2,823.50"
11243,"1,905.90","1,875.50","1,930.00","1,965.30","2,024.60","2,028.30","2,061.00","2,068.30","2,070.10","2,051.90","2,039.60","2,041.00","2,100.70","2,133.70","2,166.20","2,158.70","2,161.30","2,160.90","2,149.00","2,140.10","2,158.10","2,185.50","2,193.40","2,171.70","2,168.40","2,203.90","2,189.10","2,165.80","2,143.10","2,185.00","2,221.10","2,226.70","2,218.70","2,202.50","2,197.60","2,188.40","2,194.50","2,213.30","2,226.10","2,254.60","2,254.20","2,268.30","2,260.40","2,268.80","2,298.70","2,275.60","2,290.60","2,270.70","2,322.80","2,312.50","2,334.80","2,338.30","2,370.70","2,379.00","2,377.70","2,367.60","2,351.90","2,381.20","2,392.40","2,435.20","2,417.60","2,428.90","2,428.50","2,414.30","2,401.90","2,355.10","2,317.90","2,260.90","2,233.60","2,211.90","2,226.00","2,197.40","2,191.40","2,148.70","2,212.20","2,277.90","2,365.30","2,396.50","2,413.20","2,450.00","2,456.40","2,512.30","2,516.80","2,516.90","2,488.40","2,524.50","2,669.30","2,815.00","2,932.60","2,951.00","2,977.60","2,978.70","2,965.60","2,903.30","2,850.70","2,823.50"
11251,"1,905.90","1,875.50","1,930.00","1,965.30","2,024.60","2,028.30","2,061.00","2,068.30","2,070.10","2,051.90","2,039.60","2,041.00","2,100.70","2,133.70","2,166.20","2,158.70","2,161.30","2,160.90","2,149.00","2,140.10","2,158.10","2,185.50","2,193.40","2,171.70","2,168.40","2,203.90","2,189.10","2,165.80","2,143.10","2,185.00","2,221.10","2,226.70","2,218.70","2,202.50","2,197.60","2,188.40","2,194.50","2,213.30","2,226.10","2,254.60","2,254.20","2,268.30","2,260.40","2,268.80","2,298.70","2,275.60","2,290.60","2,270.70","2,322.80","2,312.50","2,334.80","2,338.30","2,370.70","2,379.00","2,377.70","2,367.60","2,351.90","2,381.20","2,392.40","2,435.20","2,417.60","2,428.90","2,428.50","2,414.30","2,401.90","2,355.10","2,317.90","2,260.90","2,233.60","2,211.90","2,226.00","2,197.40","2,191.40","2,148.70","2,212.20","2,277.90","2,365.30","2,396.50","2,413.20","2,450.00","2,456.40","2,512.30","2,516.80","2,516.90","2,488.40","2,524.50","2,669.30","2,815.00","2,932.60","2,951.00","2,977.60","2,978.70","2,965.60","2,903.30","2,850.70","2,823.50"
11001,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11004,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11005,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11040,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11096,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11359,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11362,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11363,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11366,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11368,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11369,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11371,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11379,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11411,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11412,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11413,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11414,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11416,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11419,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
