,zillow_zip,zillow_month_day,zillow_sales_value_index,zillow_month
10288,11356,2014-10-31,529787.3976760982,2014-10
10466,11356,2014-11-30,533300.7261263533,2014-11
10644,11356,2014-12-31,536946.814872112,2014-12
10822,11356,2015-01-31,540789.7657181788,2015-01
11000,11356,2015-02-28,543698.3619294732,2015-02
11178,11356,2015-03-31,546194.8042518423,2015-03
11356,11356,2015-04-30,548386.8344972567,2015-04
11534,11356,2015-05-31,550725.7164320396,2015-05
11712,11356,2015-06-30,554523.5179977125,2015-06
11890,11356,2015-07-31,559804.0416844839,2015-07
12068,11356,2015-08-31,566918.862493675,2015-08
12246,11356,2015-09-30,574681.5904378244,2015-09
12424,11356,2015-10-31,581793.53211665,2015-10
12602,11356,2015-11-30,587360.7695789848,2015-11
12780,11356,2015-12-31,592700.4927923024,2015-12
12958,11356,2016-01-31,597006.2550175758,2016-01
13136,11356,2016-02-29,602007.7601138541,2016-02
13314,11356,2016-03-31,606372.1955505024,2016-03
13492,11356,2016-04-30,611212.063220521,2016-04
13670,11356,2016-05-31,615339.4574775692,2016-05
13848,11356,2016-06-30,619043.8005954125,2016-06
14026,11356,2016-07-31,623151.6179319557,2016-07
14204,11356,2016-08-31,627176.5373438509,2016-08
14382,11356,2016-09-30,630916.4635139221,2016-09
14560,11356,2016-10-31,634670.6241596089,2016-10
14738,11356,2016-11-30,639451.2383480645,2016-11
14916,11356,2016-12-31,647368.9784843448,2016-12
15094,11356,2017-01-31,653899.454256249,2017-01
15272,11356,2017-02-28,659073.7743689604,2017-02
15450,11356,2017-03-31,661418.7439660311,2017-03
15628,11356,2017-04-30,664571.5396817358,2017-04
15806,11356,2017-05-31,666872.702972157,2017-05
15984,11356,2017-06-30,668198.4275626998,2017-06
16162,11356,2017-07-31,669330.5501562004,2017-07
16340,11356,2017-08-31,671669.419880713,2017-08
16518,11356,2017-09-30,674082.4187968543,2017-09
16696,11356,2017-10-31,676199.2929299814,2017-10
16874,11356,2017-11-30,678041.4073131961,2017-11
17052,11356,2017-12-31,680761.5896310924,2017-12
17230,11356,2018-01-31,683712.7012239555,2018-01
17408,11356,2018-02-28,687354.2888933775,2018-02
17586,11356,2018-03-31,691363.3978418232,2018-03
17764,11356,2018-04-30,696054.2200273754,2018-04
17942,11356,2018-05-31,700426.9308976469,2018-05
18120,11356,2018-06-30,704440.2361514849,2018-06
18298,11356,2018-07-31,708556.9256296456,2018-07
18476,11356,2018-08-31,713112.6958602536,2018-08
18654,11356,2018-09-30,716438.6608918202,2018-09
18832,11356,2018-10-31,718096.9198552194,2018-10
19010,11356,2018-11-30,717983.8852931102,2018-11
19188,11356,2018-12-31,715995.3590625739,2018-12
19366,11356,2019-01-31,716729.8938370654,2019-01
19544,11356,2019-02-28,719371.8007264669,2019-02
19722,11356,2019-03-31,725885.3169059523,2019-03
19900,11356,2019-04-30,730212.8383690296,2019-04
20078,11356,2019-05-31,731815.9790608942,2019-05
20256,11356,2019-06-30,731751.8558359747,2019-06
20434,11356,2019-07-31,732091.1950874777,2019-07
20612,11356,2019-08-31,732459.2659551058,2019-08
20790,11356,2019-09-30,731531.8904801136,2019-09
20968,11356,2019-10-31,730067.2761303607,2019-10
21146,11356,2019-11-30,729393.4927936534,2019-11
21324,11356,2019-12-31,729095.221937392,2019-12
21502,11356,2020-01-31,729356.6792717213,2020-01
21680,11356,2020-02-29,730144.84600376,2020-02
21858,11356,2020-03-31,731988.6160178208,2020-03
22036,11356,2020-04-30,733422.6120764579,2020-04
22214,11356,2020-05-31,734347.1098085878,2020-05
22392,11356,2020-06-30,735287.6318590579,2020-06
22570,11356,2020-07-31,736681.9288030174,2020-07
22748,11356,2020-08-31,738359.1080892688,2020-08
22926,11356,2020-09-30,738801.1695705055,2020-09
23104,11356,2020-10-31,736514.9428358014,2020-10
23282,11356,2020-11-30,733374.8394886148,2020-11
23460,11356,2020-12-31,730888.9822474456,2020-12
23638,11356,2021-01-31,730274.1097299932,2021-01
23816,11356,2021-02-28,731605.744537594,2021-02
23994,11356,2021-03-31,733561.9866671892,2021-03
24172,11356,2021-04-30,736231.4170643481,2021-04
24350,11356,2021-05-31,739832.8307487606,2021-05
24528,11356,2021-06-30,742515.4474445138,2021-06
24706,11356,2021-07-31,745791.7377372342,2021-07
24884,11356,2021-08-31,747926.4339039753,2021-08
25062,11356,2021-09-30,754268.5032048508,2021-09
25240,11356,2021-10-31,762777.8953647189,2021-10
25418,11356,2021-11-30,773643.6925495559,2021-11
25596,11356,2021-12-31,781239.2962365056,2021-12
25774,11356,2022-01-31,785479.0493709858,2022-01
25952,11356,2022-02-28,785811.0636510152,2022-02
26130,11356,2022-03-31,786950.8601082442,2022-03
26308,11356,2022-04-30,789772.8183245802,2022-04
26486,11356,2022-05-31,795809.2179436499,2022-05
26664,11356,2022-06-30,803077.6129927483,2022-06
26842,11356,2022-07-31,807622.6557586356,2022-07
27020,11356,2022-08-31,807911.4536245596,2022-08
27198,11356,2022-09-30,802237.7041821186,2022-09
27376,11356,2022-10-31,796308.6499232231,2022-10
27554,11356,2022-11-30,791915.60259778,2022-11
27732,11356,2022-12-31,788078.5396576658,2022-12
27910,11356,2023-01-31,784162.3487920255,2023-01
97,11357,2010-01-31,266673.02268551127,2010-01
275,11357,2010-02-28,266994.5080549934,2010-02
453,11357,2010-03-31,266027.3733931408,2010-03
631,11357,2010-04-30,264923.79387627513,2010-04
809,11357,2010-05-31,264159.9974075975,2010-05
987,11357,2010-06-30,265306.591199912,2010-06
1165,11357,2010-07-31,266335.1623485664,2010-07
1343,11357,2010-08-31,267497.76945216925,2010-08
1521,11357,2010-09-30,268244.4590324145,2010-09
1699,11357,2010-10-31,269346.2582257641,2010-10
1877,11357,2010-11-30,269459.5651179906,2010-11
2055,11357,2010-12-31,269258.06426547264,2010-12
2233,11357,2011-01-31,269402.5307931115,2011-01
2411,11357,2011-02-28,270129.4558287855,2011-02
2589,11357,2011-03-31,271471.0794818801,2011-03
2767,11357,2011-04-30,272143.9569475678,2011-04
2945,11357,2011-05-31,272620.9202958989,2011-05
3123,11357,2011-06-30,272583.7913527792,2011-06
3301,11357,2011-07-31,272944.6554756439,2011-07
3479,11357,2011-08-31,273532.5362231212,2011-08
3657,11357,2011-09-30,273728.14016777434,2011-09
3835,11357,2011-10-31,272895.37439747946,2011-10
4013,11357,2011-11-30,272002.2433345375,2011-11
4191,11357,2011-12-31,271590.5514930701,2011-12
4369,11357,2012-01-31,271528.5803433568,2012-01
4547,11357,2012-02-29,271706.4919792624,2012-02
4725,11357,2012-03-31,271744.6215654206,2012-03
4903,11357,2012-04-30,273089.71423398546,2012-04
5081,11357,2012-05-31,275457.7811129545,2012-05
5259,11357,2012-06-30,278479.35781621066,2012-06
5437,11357,2012-07-31,281836.2598945327,2012-07
5615,11357,2012-08-31,284558.15774172195,2012-08
5793,11357,2012-09-30,287146.049164246,2012-09
5971,11357,2012-10-31,287487.10600007675,2012-10
6149,11357,2012-11-30,286486.7717842111,2012-11
6327,11357,2012-12-31,284779.6578465644,2012-12
6505,11357,2013-01-31,283215.2083147234,2013-01
6683,11357,2013-02-28,282539.5713201703,2013-02
6861,11357,2013-03-31,282038.02590022626,2013-03
7039,11357,2013-04-30,282962.9313402861,2013-04
7217,11357,2013-05-31,284945.27552152605,2013-05
7395,11357,2013-06-30,288631.9610270155,2013-06
7573,11357,2013-07-31,293003.4763749479,2013-07
7751,11357,2013-08-31,297289.1588916159,2013-08
7929,11357,2013-09-30,301357.96908961685,2013-09
8107,11357,2013-10-31,304157.8257353812,2013-10
8285,11357,2013-11-30,305820.4485965881,2013-11
8463,11357,2013-12-31,306243.3252329187,2013-12
8641,11357,2014-01-31,306188.65199054364,2014-01
8819,11357,2014-02-28,307059.27575998416,2014-02
8997,11357,2014-03-31,308405.6708854518,2014-03
9175,11357,2014-04-30,311869.0494888581,2014-04
9353,11357,2014-05-31,315656.1141712126,2014-05
9531,11357,2014-06-30,319603.7226013768,2014-06
9709,11357,2014-07-31,322536.97852546343,2014-07
9887,11357,2014-08-31,324305.4561542023,2014-08
10065,11357,2014-09-30,326080.38734043343,2014-09
10243,11357,2014-10-31,327099.8859709332,2014-10
10421,11357,2014-11-30,328259.581425629,2014-11
10599,11357,2014-12-31,328449.0963199839,2014-12
10777,11357,2015-01-31,328682.52465016965,2015-01
10955,11357,2015-02-28,329002.3490700657,2015-02
11133,11357,2015-03-31,329473.3456470117,2015-03
11311,11357,2015-04-30,330605.34174482257,2015-04
11489,11357,2015-05-31,332211.57913658983,2015-05
11667,11357,2015-06-30,334455.28873536177,2015-06
11845,11357,2015-07-31,337207.1084981653,2015-07
12023,11357,2015-08-31,340476.31245403225,2015-08
12201,11357,2015-09-30,344490.8195459893,2015-09
12379,11357,2015-10-31,347375.2785972329,2015-10
12557,11357,2015-11-30,349284.3951999409,2015-11
12735,11357,2015-12-31,350839.2456524442,2015-12
12913,11357,2016-01-31,351707.47664576233,2016-01
13091,11357,2016-02-29,352751.2694076832,2016-02
13269,11357,2016-03-31,352866.7410150704,2016-03
13447,11357,2016-04-30,354017.3847068053,2016-04
13625,11357,2016-05-31,355945.6017219064,2016-05
13803,11357,2016-06-30,358921.9829376763,2016-06
13981,11357,2016-07-31,362388.847147329,2016-07
14159,11357,2016-08-31,365559.24483821524,2016-08
14337,11357,2016-09-30,368273.2840324255,2016-09
14515,11357,2016-10-31,370558.52352049656,2016-10
14693,11357,2016-11-30,373118.8479075239,2016-11
14871,11357,2016-12-31,377259.1602009653,2016-12
15049,11357,2017-01-31,380890.2013945833,2017-01
15227,11357,2017-02-28,384689.24482325156,2017-02
15405,11357,2017-03-31,387397.2826203669,2017-03
15583,11357,2017-04-30,391343.6657058657,2017-04
15761,11357,2017-05-31,394117.02908048977,2017-05
15939,11357,2017-06-30,396833.9078063136,2017-06
16117,11357,2017-07-31,399331.1588242349,2017-07
16295,11357,2017-08-31,403011.2737614336,2017-08
16473,11357,2017-09-30,406765.48370322865,2017-09
16651,11357,2017-10-31,,2017-10
16829,11357,2017-11-30,,2017-11
17007,11357,2017-12-31,,2017-12
17185,11357,2018-01-31,,2018-01
17363,11357,2018-02-28,497397.68508289935,2018-02
17541,11357,2018-03-31,509446.62932278146,2018-03
17719,11357,2018-04-30,517751.2135673733,2018-04
17897,11357,2018-05-31,524517.6088442163,2018-05
18075,11357,2018-06-30,529901.6206557414,2018-06
18253,11357,2018-07-31,536199.0115702834,2018-07
18431,11357,2018-08-31,543466.9966333724,2018-08
18609,11357,2018-09-30,551156.4382341849,2018-09
18787,11357,2018-10-31,556909.8280292037,2018-10
18965,11357,2018-11-30,559655.3613196666,2018-11
19143,11357,2018-12-31,559592.413064084,2018-12
19321,11357,2019-01-31,563802.9488258016,2019-01
19499,11357,2019-02-28,571583.291544164,2019-02
19677,11357,2019-03-31,582623.6705151885,2019-03
19855,11357,2019-04-30,592076.1201163615,2019-04
20033,11357,2019-05-31,598474.5996838664,2019-05
20211,11357,2019-06-30,603748.4601101725,2019-06
20389,11357,2019-07-31,606781.7890281592,2019-07
20567,11357,2019-08-31,608731.5446456935,2019-08
20745,11357,2019-09-30,609812.35692511,2019-09
20923,11357,2019-10-31,610763.5017467247,2019-10
21101,11357,2019-11-30,613904.1521457622,2019-11
21279,11357,2019-12-31,615671.0121552426,2019-12
21457,11357,2020-01-31,619912.4295001235,2020-01
21635,11357,2020-02-29,624310.1276796571,2020-02
21813,11357,2020-03-31,630279.0472650904,2020-03
21991,11357,2020-04-30,634208.0952960084,2020-04
22169,11357,2020-05-31,637375.4177377182,2020-05
22347,11357,2020-06-30,640105.7361852505,2020-06
22525,11357,2020-07-31,641289.3552467007,2020-07
22703,11357,2020-08-31,640868.6990720473,2020-08
22881,11357,2020-09-30,640086.6651828161,2020-09
23059,11357,2020-10-31,639323.5485949473,2020-10
23237,11357,2020-11-30,638762.469972791,2020-11
23415,11357,2020-12-31,637711.7885634539,2020-12
23593,11357,2021-01-31,638905.8631825341,2021-01
23771,11357,2021-02-28,645792.0170420512,2021-02
23949,11357,2021-03-31,656952.1819044374,2021-03
24127,11357,2021-04-30,669579.8096490947,2021-04
24305,11357,2021-05-31,681444.9276417474,2021-05
24483,11357,2021-06-30,692615.8772093813,2021-06
24661,11357,2021-07-31,705640.3849051739,2021-07
24839,11357,2021-08-31,718510.076483084,2021-08
25017,11357,2021-09-30,732293.7509512813,2021-09
25195,11357,2021-10-31,745721.2884068672,2021-10
25373,11357,2021-11-30,758515.2724102343,2021-11
25551,11357,2021-12-31,768908.2870476088,2021-12
25729,11357,2022-01-31,770013.2036788858,2022-01
25907,11357,2022-02-28,763279.5625483742,2022-02
26085,11357,2022-03-31,754084.9681375636,2022-03
26263,11357,2022-04-30,749986.5751076642,2022-04
26441,11357,2022-05-31,751355.2662936263,2022-05
26619,11357,2022-06-30,756487.8630631339,2022-06
26797,11357,2022-07-31,760037.6253388011,2022-07
26975,11357,2022-08-31,761865.5090447455,2022-08
27153,11357,2022-09-30,759003.2372731834,2022-09
27331,11357,2022-10-31,756768.0381921822,2022-10
27509,11357,2022-11-30,755506.1662550553,2022-11
27687,11357,2022-12-31,753590.951890739,2022-12
27865,11357,2023-01-31,751339.2522442441,2023-01
110,11358,2010-01-31,507400.42726136505,2010-01
288,11358,2010-02-28,508520.51480010344,2010-02
466,11358,2010-03-31,507823.1246882712,2010-03
644,11358,2010-04-30,507859.0460191428,2010-04
822,11358,2010-05-31,508565.7755340606,2010-05
1000,11358,2010-06-30,511812.1952968107,2010-06
1178,11358,2010-07-31,514149.40556024393,2010-07
1356,11358,2010-08-31,516300.6479824554,2010-08
1534,11358,2010-09-30,518201.438138131,2010-09
1712,11358,2010-10-31,520822.24251455563,2010-10
1890,11358,2010-11-30,522403.8577577472,2010-11
2068,11358,2010-12-31,522752.52642599354,2010-12
2246,11358,2011-01-31,522322.81934750656,2011-01
2424,11358,2011-02-28,521820.9072661218,2011-02
2602,11358,2011-03-31,522116.5129362724,2011-03
2780,11358,2011-04-30,521650.2898150554,2011-04
2958,11358,2011-05-31,521362.30947664136,2011-05
3136,11358,2011-06-30,520538.7169934089,2011-06
3314,11358,2011-07-31,520529.7769925639,2011-07
3492,11358,2011-08-31,520418.30237744993,2011-08
3670,11358,2011-09-30,519503.1471097115,2011-09
3848,11358,2011-10-31,516752.31683929474,2011-10
4026,11358,2011-11-30,513890.15768540284,2011-11
4204,11358,2011-12-31,512204.50494201784,2011-12
4382,11358,2012-01-31,512339.6865154621,2012-01
4560,11358,2012-02-29,513883.1482445468,2012-02
4738,11358,2012-03-31,515597.71095290815,2012-03
4916,11358,2012-04-30,519253.0142881263,2012-04
5094,11358,2012-05-31,523825.2732893882,2012-05
5272,11358,2012-06-30,529578.5439681864,2012-06
5450,11358,2012-07-31,534580.1346243896,2012-07
5628,11358,2012-08-31,538404.6782074118,2012-08
5806,11358,2012-09-30,541049.2028430194,2012-09
5984,11358,2012-10-31,542191.7121138448,2012-10
6162,11358,2012-11-30,542482.5429902939,2012-11
6340,11358,2012-12-31,541759.6439607242,2012-12
6518,11358,2013-01-31,540991.1325607143,2013-01
6696,11358,2013-02-28,540839.1457063494,2013-02
6874,11358,2013-03-31,540931.4181102979,2013-03
7052,11358,2013-04-30,542474.2891826952,2013-04
7230,11358,2013-05-31,544855.5478717586,2013-05
7408,11358,2013-06-30,549827.9319134685,2013-06
7586,11358,2013-07-31,555657.7547443617,2013-07
7764,11358,2013-08-31,561615.6332087329,2013-08
7942,11358,2013-09-30,566621.1285104853,2013-09
8120,11358,2013-10-31,571038.00640208,2013-10
8298,11358,2013-11-30,574816.8174216935,2013-11
8476,11358,2013-12-31,577722.3868954955,2013-12
8654,11358,2014-01-31,579871.9092868901,2014-01
8832,11358,2014-02-28,583045.6122618369,2014-02
9010,11358,2014-03-31,587663.3681294197,2014-03
9188,11358,2014-04-30,595017.0461256652,2014-04
9366,11358,2014-05-31,601271.7516531888,2014-05
9544,11358,2014-06-30,607155.5601937337,2014-06
9722,11358,2014-07-31,610886.3364427935,2014-07
9900,11358,2014-08-31,614354.6891399408,2014-08
10078,11358,2014-09-30,618136.2834382587,2014-09
10256,11358,2014-10-31,621452.5414152847,2014-10
10434,11358,2014-11-30,625882.8872002135,2014-11
10612,11358,2014-12-31,629585.3528045915,2014-12
10790,11358,2015-01-31,634320.0358684845,2015-01
10968,11358,2015-02-28,638823.912601809,2015-02
11146,11358,2015-03-31,642220.8784523461,2015-03
11324,11358,2015-04-30,644711.070416039,2015-04
11502,11358,2015-05-31,647556.6606772026,2015-05
11680,11358,2015-06-30,651635.5116258366,2015-06
11858,11358,2015-07-31,656487.3406210893,2015-07
12036,11358,2015-08-31,662442.7909262764,2015-08
12214,11358,2015-09-30,670534.415274885,2015-09
12392,11358,2015-10-31,678377.2989941932,2015-10
12570,11358,2015-11-30,684847.370588114,2015-11
12748,11358,2015-12-31,689510.0275835822,2015-12
12926,11358,2016-01-31,692424.3732288753,2016-01
13104,11358,2016-02-29,696014.9772673865,2016-02
13282,11358,2016-03-31,698429.153273316,2016-03
13460,11358,2016-04-30,702068.3112275116,2016-04
13638,11358,2016-05-31,706011.6624486055,2016-05
13816,11358,2016-06-30,711347.5471313812,2016-06
13994,11358,2016-07-31,716683.7333067666,2016-07
14172,11358,2016-08-31,719761.5871049198,2016-08
14350,11358,2016-09-30,721350.1504334088,2016-09
14528,11358,2016-10-31,723795.1078747752,2016-10
14706,11358,2016-11-30,728710.2295402336,2016-11
14884,11358,2016-12-31,736687.4833426494,2016-12
15062,11358,2017-01-31,744082.2744964383,2017-01
15240,11358,2017-02-28,750312.0259720641,2017-02
15418,11358,2017-03-31,755081.2356952853,2017-03
15596,11358,2017-04-30,760056.2132197929,2017-04
15774,11358,2017-05-31,763921.816847777,2017-05
15952,11358,2017-06-30,767595.4182596579,2017-06
16130,11358,2017-07-31,770916.5541142559,2017-07
16308,11358,2017-08-31,775600.9288212463,2017-08
16486,11358,2017-09-30,780808.1425621897,2017-09
16664,11358,2017-10-31,785863.4116282235,2017-10
16842,11358,2017-11-30,790588.2182243475,2017-11
17020,11358,2017-12-31,793911.2399776787,2017-12
17198,11358,2018-01-31,797303.5169195429,2018-01
17376,11358,2018-02-28,800526.6978382557,2018-02
17554,11358,2018-03-31,804981.3936008501,2018-03
17732,11358,2018-04-30,808490.8482423645,2018-04
17910,11358,2018-05-31,812715.8034536294,2018-05
18088,11358,2018-06-30,815975.0311126737,2018-06
18266,11358,2018-07-31,820545.2995509702,2018-07
18444,11358,2018-08-31,824788.6940139552,2018-08
18622,11358,2018-09-30,828593.2671598503,2018-09
18800,11358,2018-10-31,831050.094317387,2018-10
18978,11358,2018-11-30,831965.5090596102,2018-11
19156,11358,2018-12-31,831571.8607960681,2018-12
19334,11358,2019-01-31,834925.4763193041,2019-01
19512,11358,2019-02-28,840715.2664506178,2019-02
19690,11358,2019-03-31,848874.9485397179,2019-03
19868,11358,2019-04-30,853503.280916716,2019-04
20046,11358,2019-05-31,854691.0143254064,2019-05
20224,11358,2019-06-30,855168.5300461324,2019-06
20402,11358,2019-07-31,855149.3188539237,2019-07
20580,11358,2019-08-31,856026.4778907021,2019-08
20758,11358,2019-09-30,855637.5601605484,2019-09
20936,11358,2019-10-31,857212.2652877782,2019-10
21114,11358,2019-11-30,859889.302925228,2019-11
21292,11358,2019-12-31,862196.0523495041,2019-12
21470,11358,2020-01-31,862180.4618731298,2020-01
21648,11358,2020-02-29,861456.5159624093,2020-02
21826,11358,2020-03-31,861337.9771097477,2020-03
22004,11358,2020-04-30,862422.0037042105,2020-04
22182,11358,2020-05-31,862072.2598795495,2020-05
22360,11358,2020-06-30,861536.4750778647,2020-06
22538,11358,2020-07-31,859561.050932943,2020-07
22716,11358,2020-08-31,858881.1036604837,2020-08
22894,11358,2020-09-30,857931.3721246241,2020-09
23072,11358,2020-10-31,855470.3413695842,2020-10
23250,11358,2020-11-30,852567.3769238405,2020-11
23428,11358,2020-12-31,850544.9666092346,2020-12
23606,11358,2021-01-31,850121.2779379572,2021-01
23784,11358,2021-02-28,852170.2454834655,2021-02
23962,11358,2021-03-31,854348.6203406178,2021-03
24140,11358,2021-04-30,858713.2963590425,2021-04
24318,11358,2021-05-31,863598.0804512753,2021-05
24496,11358,2021-06-30,868788.0553280255,2021-06
24674,11358,2021-07-31,871808.4000291959,2021-07
24852,11358,2021-08-31,872398.0845379891,2021-08
25030,11358,2021-09-30,874417.823666928,2021-09
25208,11358,2021-10-31,879048.9492519981,2021-10
25386,11358,2021-11-30,886683.0646335218,2021-11
25564,11358,2021-12-31,893391.5548425262,2021-12
25742,11358,2022-01-31,899681.1502412374,2022-01
25920,11358,2022-02-28,905028.3569521295,2022-02
26098,11358,2022-03-31,912195.6686663685,2022-03
26276,11358,2022-04-30,920346.135846786,2022-04
26454,11358,2022-05-31,930855.824911993,2022-05
26632,11358,2022-06-30,942697.8994726329,2022-06
26810,11358,2022-07-31,952382.8464622585,2022-07
26988,11358,2022-08-31,958233.5186936632,2022-08
27166,11358,2022-09-30,957326.7802966149,2022-09
27344,11358,2022-10-31,955259.3938001716,2022-10
27522,11358,2022-11-30,953985.0719405095,2022-11
27700,11358,2022-12-31,953662.201445948,2022-12
27878,11358,2023-01-31,954134.5767847304,2023-01
154,11360,2010-01-31,285297.4086770297,2010-01
332,11360,2010-02-28,283773.18970313127,2010-02
510,11360,2010-03-31,282564.38238836057,2010-03
688,11360,2010-04-30,281788.952200744,2010-04
866,11360,2010-05-31,281583.6136507807,2010-05
1044,11360,2010-06-30,282558.56393471936,2010-06
1222,11360,2010-07-31,283390.5378740057,2010-07
1400,11360,2010-08-31,284128.47271390114,2010-08
1578,11360,2010-09-30,284579.1742096789,2010-09
1756,11360,2010-10-31,285530.3336771122,2010-10
1934,11360,2010-11-30,285742.75660771143,2010-11
2112,11360,2010-12-31,286150.0343273052,2010-12
2290,11360,2011-01-31,286543.37154030195,2011-01
2468,11360,2011-02-28,287358.9485445709,2011-02
2646,11360,2011-03-31,287891.8223222962,2011-03
2824,11360,2011-04-30,287569.4888193793,2011-04
3002,11360,2011-05-31,286850.1428988078,2011-05
3180,11360,2011-06-30,285854.62351221265,2011-06
3358,11360,2011-07-31,285575.33509948925,2011-07
3536,11360,2011-08-31,286179.5967243036,2011-08
3714,11360,2011-09-30,286676.6580096663,2011-09
3892,11360,2011-10-31,286347.2311083128,2011-10
4070,11360,2011-11-30,285888.5822795427,2011-11
4248,11360,2011-12-31,285693.4707049465,2011-12
4426,11360,2012-01-31,285767.7680138309,2012-01
4604,11360,2012-02-29,286499.57458654646,2012-02
4782,11360,2012-03-31,287050.39504028077,2012-03
4960,11360,2012-04-30,287524.31564825523,2012-04
5138,11360,2012-05-31,288662.35215931915,2012-05
5316,11360,2012-06-30,290714.4584693165,2012-06
5494,11360,2012-07-31,293521.83252334985,2012-07
5672,11360,2012-08-31,294933.40319371177,2012-08
5850,11360,2012-09-30,295939.32679215376,2012-09
6028,11360,2012-10-31,295340.5599605167,2012-10
6206,11360,2012-11-30,294376.8619359653,2012-11
6384,11360,2012-12-31,292948.1195253564,2012-12
6562,11360,2013-01-31,293051.2146006887,2013-01
6740,11360,2013-02-28,295078.6549961434,2013-02
6918,11360,2013-03-31,296540.42047121853,2013-03
7096,11360,2013-04-30,296835.047305135,2013-04
7274,11360,2013-05-31,295896.84094054805,2013-05
7452,11360,2013-06-30,296813.0274776769,2013-06
7630,11360,2013-07-31,298927.94562044943,2013-07
7808,11360,2013-08-31,300965.0470336563,2013-08
7986,11360,2013-09-30,303873.4449704412,2013-09
8164,11360,2013-10-31,306613.4864018025,2013-10
8342,11360,2013-11-30,309699.5826153702,2013-11
8520,11360,2013-12-31,310431.3558781825,2013-12
8698,11360,2014-01-31,311266.24732192,2014-01
8876,11360,2014-02-28,311791.0414490949,2014-02
9054,11360,2014-03-31,312496.08250222966,2014-03
9232,11360,2014-04-30,313798.690993027,2014-04
9410,11360,2014-05-31,316335.95774496003,2014-05
9588,11360,2014-06-30,319711.0577963342,2014-06
9766,11360,2014-07-31,322903.0936360603,2014-07
9944,11360,2014-08-31,324218.80276505183,2014-08
10122,11360,2014-09-30,325261.6313282232,2014-09
10300,11360,2014-10-31,326286.68313481857,2014-10
10478,11360,2014-11-30,328804.1114081905,2014-11
10656,11360,2014-12-31,330389.5153180296,2014-12
10834,11360,2015-01-31,330669.0662301273,2015-01
11012,11360,2015-02-28,329292.09974618885,2015-02
11190,11360,2015-03-31,328511.10874242004,2015-03
11368,11360,2015-04-30,328495.7577828169,2015-04
11546,11360,2015-05-31,329521.147022125,2015-05
11724,11360,2015-06-30,330099.86463932623,2015-06
11902,11360,2015-07-31,330590.02931003127,2015-07
12080,11360,2015-08-31,332277.82609661575,2015-08
12258,11360,2015-09-30,335333.8893624401,2015-09
12436,11360,2015-10-31,338503.4442750251,2015-10
12614,11360,2015-11-30,340615.1259808125,2015-11
12792,11360,2015-12-31,343712.7690165873,2015-12
12970,11360,2016-01-31,346955.0416951635,2016-01
13148,11360,2016-02-29,350146.47539605835,2016-02
13326,11360,2016-03-31,351810.47439695644,2016-03
13504,11360,2016-04-30,353622.9783974884,2016-04
13682,11360,2016-05-31,355668.26217064244,2016-05
13860,11360,2016-06-30,357530.89635220775,2016-06
14038,11360,2016-07-31,359160.4023427956,2016-07
14216,11360,2016-08-31,360719.0401020155,2016-08
14394,11360,2016-09-30,362318.8787713565,2016-09
14572,11360,2016-10-31,363163.0011743107,2016-10
14750,11360,2016-11-30,364408.3871381882,2016-11
14928,11360,2016-12-31,366980.61749359226,2016-12
15106,11360,2017-01-31,370466.4858381208,2017-01
15284,11360,2017-02-28,375510.48275072273,2017-02
15462,11360,2017-03-31,379678.59038167656,2017-03
15640,11360,2017-04-30,385690.3402561472,2017-04
15818,11360,2017-05-31,389806.9892720029,2017-05
15996,11360,2017-06-30,393349.00553991826,2017-06
16174,11360,2017-07-31,394495.46790507575,2017-07
16352,11360,2017-08-31,395715.3239035015,2017-08
16530,11360,2017-09-30,395540.56876363955,2017-09
16708,11360,2017-10-31,403047.2948978404,2017-10
16886,11360,2017-11-30,416018.3135638069,2017-11
17064,11360,2017-12-31,434838.17300105264,2017-12
17242,11360,2018-01-31,450328.6604544458,2018-01
17420,11360,2018-02-28,460982.21910467505,2018-02
17598,11360,2018-03-31,468079.99565889576,2018-03
17776,11360,2018-04-30,471735.90648891963,2018-04
17954,11360,2018-05-31,475031.04539881716,2018-05
18132,11360,2018-06-30,479598.14256109705,2018-06
18310,11360,2018-07-31,484954.1203093659,2018-07
18488,11360,2018-08-31,490601.3984426086,2018-08
18666,11360,2018-09-30,495794.8444247315,2018-09
18844,11360,2018-10-31,498094.1588878758,2018-10
19022,11360,2018-11-30,496804.5829092733,2018-11
19200,11360,2018-12-31,491655.64783454686,2018-12
19378,11360,2019-01-31,488055.0323166042,2019-01
19556,11360,2019-02-28,487503.6590408745,2019-02
19734,11360,2019-03-31,490210.1264637038,2019-03
19912,11360,2019-04-30,493687.24389740475,2019-04
20090,11360,2019-05-31,495909.5827273664,2019-05
20268,11360,2019-06-30,497958.10353335366,2019-06
20446,11360,2019-07-31,500679.5230280428,2019-07
20624,11360,2019-08-31,503710.42994916847,2019-08
20802,11360,2019-09-30,504398.90677887783,2019-09
20980,11360,2019-10-31,502568.8138666691,2019-10
21158,11360,2019-11-30,501318.04200882994,2019-11
21336,11360,2019-12-31,500728.8358436994,2019-12
21514,11360,2020-01-31,500848.6646358322,2020-01
21692,11360,2020-02-29,500837.8174404121,2020-02
21870,11360,2020-03-31,500446.9266701975,2020-03
22048,11360,2020-04-30,500080.40790239844,2020-04
22226,11360,2020-05-31,499953.2201486132,2020-05
22404,11360,2020-06-30,500129.81104784744,2020-06
