,zillow_zip,zillow_month_day,zillow_sales_value_index,zillow_month
6342,10010,2012-12-31,582373.0184034007,2012-12
6520,10010,2013-01-31,588024.787636858,2013-01
6698,10010,2013-02-28,594680.7343066124,2013-02
6876,10010,2013-03-31,602517.3906175471,2013-03
7054,10010,2013-04-30,609377.8659061035,2013-04
7232,10010,2013-05-31,613993.9861059043,2013-05
7410,10010,2013-06-30,614838.5591512179,2013-06
7588,10010,2013-07-31,616775.5195013371,2013-07
7766,10010,2013-08-31,621684.0552700743,2013-08
7944,10010,2013-09-30,634174.0581991862,2013-09
8122,10010,2013-10-31,651287.1864166821,2013-10
8300,10010,2013-11-30,668692.4470424055,2013-11
8478,10010,2013-12-31,684436.910790936,2013-12
8656,10010,2014-01-31,697491.019311891,2014-01
8834,10010,2014-02-28,708854.1503413547,2014-02
9012,10010,2014-03-31,717921.8651867274,2014-03
9190,10010,2014-04-30,728023.5947081948,2014-04
9368,10010,2014-05-31,741672.6634345346,2014-05
9546,10010,2014-06-30,750907.2121333745,2014-06
9724,10010,2014-07-31,756303.4537273428,2014-07
9902,10010,2014-08-31,758221.0912982607,2014-08
10080,10010,2014-09-30,766312.6500383781,2014-09
10258,10010,2014-10-31,777688.3063081927,2014-10
10436,10010,2014-11-30,790592.5022523357,2014-11
10614,10010,2014-12-31,804197.6621361723,2014-12
10792,10010,2015-01-31,819142.0063331495,2015-01
10970,10010,2015-02-28,835313.5108650355,2015-02
11148,10010,2015-03-31,849172.3489872294,2015-03
11326,10010,2015-04-30,859532.2725321448,2015-04
11504,10010,2015-05-31,869358.3467401237,2015-05
11682,10010,2015-06-30,875816.8701025195,2015-06
11860,10010,2015-07-31,881217.7545821858,2015-07
12038,10010,2015-08-31,884513.2089973835,2015-08
12216,10010,2015-09-30,890244.4521198262,2015-09
12394,10010,2015-10-31,897229.7836013859,2015-10
12572,10010,2015-11-30,904197.8704196843,2015-11
12750,10010,2015-12-31,912750.0809552794,2015-12
12928,10010,2016-01-31,916618.1819600465,2016-01
13106,10010,2016-02-29,920025.2772991208,2016-02
13284,10010,2016-03-31,923842.3261601372,2016-03
13462,10010,2016-04-30,930875.7617802336,2016-04
13640,10010,2016-05-31,937017.9269694202,2016-05
13818,10010,2016-06-30,939365.2840191494,2016-06
13996,10010,2016-07-31,939382.0890443837,2016-07
14174,10010,2016-08-31,938016.223902416,2016-08
14352,10010,2016-09-30,936932.8828721885,2016-09
14530,10010,2016-10-31,935611.0308036838,2016-10
14708,10010,2016-11-30,936389.9520678241,2016-11
14886,10010,2016-12-31,940076.6215730695,2016-12
15064,10010,2017-01-31,942156.5084030698,2017-01
15242,10010,2017-02-28,947003.5700281585,2017-02
15420,10010,2017-03-31,952193.6931401378,2017-03
15598,10010,2017-04-30,966281.3460968351,2017-04
15776,10010,2017-05-31,972948.4920583313,2017-05
15954,10010,2017-06-30,978454.499893902,2017-06
16132,10010,2017-07-31,978212.0477491056,2017-07
16310,10010,2017-08-31,982641.7833858269,2017-08
16488,10010,2017-09-30,977247.0368033238,2017-09
16666,10010,2017-10-31,995804.6219680728,2017-10
16844,10010,2017-11-30,1024500.6830044836,2017-11
17022,10010,2017-12-31,,2017-12
17200,10010,2018-01-31,1110815.447593588,2018-01
17378,10010,2018-02-28,1137663.1935539322,2018-02
17556,10010,2018-03-31,1154897.441128547,2018-03
17734,10010,2018-04-30,1174005.654642493,2018-04
17912,10010,2018-05-31,1194561.3834380684,2018-05
18090,10010,2018-06-30,1217157.3653653034,2018-06
18268,10010,2018-07-31,1232105.8411345263,2018-07
18446,10010,2018-08-31,1245745.063368,2018-08
18624,10010,2018-09-30,1263879.2843750182,2018-09
18802,10010,2018-10-31,1276681.9778383735,2018-10
18980,10010,2018-11-30,1280243.0143236348,2018-11
19158,10010,2018-12-31,1272731.240780752,2018-12
19336,10010,2019-01-31,1256177.9897643758,2019-01
19514,10010,2019-02-28,1245070.09825211,2019-02
19692,10010,2019-03-31,1226633.533233432,2019-03
19870,10010,2019-04-30,1215163.933200469,2019-04
20048,10010,2019-05-31,1209151.3548700982,2019-05
20226,10010,2019-06-30,1217464.955459273,2019-06
20404,10010,2019-07-31,1239321.9621173227,2019-07
20582,10010,2019-08-31,1260155.1153615192,2019-08
20760,10010,2019-09-30,1272989.3213272607,2019-09
20938,10010,2019-10-31,1270890.3366360564,2019-10
21116,10010,2019-11-30,1275363.4607470662,2019-11
21294,10010,2019-12-31,1280290.7260311071,2019-12
21472,10010,2020-01-31,1286717.3148984422,2020-01
21650,10010,2020-02-29,1275310.8448652641,2020-02
21828,10010,2020-03-31,1259406.8774020493,2020-03
22006,10010,2020-04-30,1246886.5878986893,2020-04
22184,10010,2020-05-31,1246711.120514414,2020-05
22362,10010,2020-06-30,1242522.3364442978,2020-06
22540,10010,2020-07-31,1236389.3071486496,2020-07
22718,10010,2020-08-31,1229271.6725357492,2020-08
22896,10010,2020-09-30,1240027.7504779263,2020-09
23074,10010,2020-10-31,1257895.8242119926,2020-10
23252,10010,2020-11-30,1272663.6570517214,2020-11
23430,10010,2020-12-31,1280529.1943356774,2020-12
23608,10010,2021-01-31,1278155.3841786871,2021-01
23786,10010,2021-02-28,1273200.2954353774,2021-02
23964,10010,2021-03-31,1265990.1074555817,2021-03
24142,10010,2021-04-30,1255096.3087854185,2021-04
24320,10010,2021-05-31,1255445.2163655031,2021-05
24498,10010,2021-06-30,1261193.6207749413,2021-06
24676,10010,2021-07-31,1278711.8914434102,2021-07
24854,10010,2021-08-31,1292920.8388199657,2021-08
25032,10010,2021-09-30,1302063.0644837928,2021-09
25210,10010,2021-10-31,1308274.7759324787,2021-10
25388,10010,2021-11-30,1313257.9129425841,2021-11
25566,10010,2021-12-31,1317846.0178890836,2021-12
25744,10010,2022-01-31,1326924.2026191826,2022-01
25922,10010,2022-02-28,1346789.8565142874,2022-02
26100,10010,2022-03-31,1385833.2857372242,2022-03
26278,10010,2022-04-30,1419610.033276451,2022-04
26456,10010,2022-05-31,1443812.069770744,2022-05
26634,10010,2022-06-30,1454005.6978587331,2022-06
26812,10010,2022-07-31,1453318.7518006556,2022-07
26990,10010,2022-08-31,1440472.692770164,2022-08
27168,10010,2022-09-30,1416521.2655315006,2022-09
27346,10010,2022-10-31,1400012.1005448804,2022-10
27524,10010,2022-11-30,1382794.565361578,2022-11
27702,10010,2022-12-31,1363106.6427123866,2022-12
27880,10010,2023-01-31,1338471.6637018512,2023-01
71,10011,2010-01-31,625227.6044324614,2010-01
249,10011,2010-02-28,621927.8415940446,2010-02
427,10011,2010-03-31,622233.6869733109,2010-03
605,10011,2010-04-30,624003.6979901547,2010-04
783,10011,2010-05-31,624467.3103621362,2010-05
961,10011,2010-06-30,626567.1466730451,2010-06
1139,10011,2010-07-31,631723.3258553388,2010-07
1317,10011,2010-08-31,640611.3466521597,2010-08
1495,10011,2010-09-30,651599.5500957216,2010-09
1673,10011,2010-10-31,660080.0494327679,2010-10
1851,10011,2010-11-30,661297.8063958043,2010-11
2029,10011,2010-12-31,659337.7117543848,2010-12
2207,10011,2011-01-31,658631.8111124027,2011-01
2385,10011,2011-02-28,663038.9741794198,2011-02
2563,10011,2011-03-31,668431.6596501871,2011-03
2741,10011,2011-04-30,673216.2181601372,2011-04
2919,10011,2011-05-31,677559.4818313543,2011-05
3097,10011,2011-06-30,682743.0529686826,2011-06
3275,10011,2011-07-31,685617.0683419575,2011-07
3453,10011,2011-08-31,692260.2519025301,2011-08
3631,10011,2011-09-30,700849.7038823129,2011-09
3809,10011,2011-10-31,709617.26731467,2011-10
3987,10011,2011-11-30,712804.1781935906,2011-11
4165,10011,2011-12-31,712753.9961342863,2011-12
4343,10011,2012-01-31,711010.6758846794,2012-01
4521,10011,2012-02-29,711157.9198234255,2012-02
4699,10011,2012-03-31,711934.56965956,2012-03
4877,10011,2012-04-30,716058.2801787676,2012-04
5055,10011,2012-05-31,724441.4135025986,2012-05
5233,10011,2012-06-30,731805.8696942223,2012-06
5411,10011,2012-07-31,736091.8907068402,2012-07
5589,10011,2012-08-31,739792.5176604454,2012-08
5767,10011,2012-09-30,747617.1580108219,2012-09
5945,10011,2012-10-31,755672.6417859119,2012-10
6123,10011,2012-11-30,763326.0053158664,2012-11
6301,10011,2012-12-31,769108.7291089272,2012-12
6479,10011,2013-01-31,778812.9358437335,2013-01
6657,10011,2013-02-28,789080.3690028562,2013-02
6835,10011,2013-03-31,802847.6441381881,2013-03
7013,10011,2013-04-30,815491.8037808387,2013-04
7191,10011,2013-05-31,826077.2013364667,2013-05
7369,10011,2013-06-30,832625.9215253063,2013-06
7547,10011,2013-07-31,839702.7199366108,2013-07
7725,10011,2013-08-31,848842.4489877842,2013-08
7903,10011,2013-09-30,863617.3473557342,2013-09
8081,10011,2013-10-31,882003.69320395,2013-10
8259,10011,2013-11-30,901154.7424250321,2013-11
8437,10011,2013-12-31,921863.2273352112,2013-12
8615,10011,2014-01-31,942544.3383035724,2014-01
8793,10011,2014-02-28,964024.8227773651,2014-02
8971,10011,2014-03-31,985084.7304497178,2014-03
9149,10011,2014-04-30,1008988.87033552,2014-04
9327,10011,2014-05-31,1033590.1006062119,2014-05
9505,10011,2014-06-30,1049339.9670156308,2014-06
9683,10011,2014-07-31,1052893.1920140542,2014-07
9861,10011,2014-08-31,1052178.8845585105,2014-08
10039,10011,2014-09-30,1054032.5571783262,2014-09
10217,10011,2014-10-31,1066176.0985119732,2014-10
10395,10011,2014-11-30,1080362.2135306876,2014-11
10573,10011,2014-12-31,1096658.3137696648,2014-12
10751,10011,2015-01-31,1108062.9138773757,2015-01
10929,10011,2015-02-28,1118696.6769772458,2015-02
11107,10011,2015-03-31,1128038.5189396406,2015-03
11285,10011,2015-04-30,1134038.093923457,2015-04
11463,10011,2015-05-31,1141792.6761336029,2015-05
11641,10011,2015-06-30,1149403.682781663,2015-06
11819,10011,2015-07-31,1159603.5473028456,2015-07
11997,10011,2015-08-31,1167931.2882197436,2015-08
12175,10011,2015-09-30,1175163.5619820913,2015-09
12353,10011,2015-10-31,1184519.7888745002,2015-10
12531,10011,2015-11-30,1194054.0429010764,2015-11
12709,10011,2015-12-31,1207321.661252156,2015-12
12887,10011,2016-01-31,1217680.0952541514,2016-01
13065,10011,2016-02-29,1231112.833594425,2016-02
13243,10011,2016-03-31,1245077.093791257,2016-03
13421,10011,2016-04-30,1259928.431979455,2016-04
13599,10011,2016-05-31,1271031.3615331107,2016-05
13777,10011,2016-06-30,1277534.1005221058,2016-06
13955,10011,2016-07-31,1282966.092946874,2016-07
14133,10011,2016-08-31,1285383.6878954677,2016-08
14311,10011,2016-09-30,1286504.2783438554,2016-09
14489,10011,2016-10-31,1285572.0953563538,2016-10
14667,10011,2016-11-30,1286492.9858518043,2016-11
14845,10011,2016-12-31,1291442.0850017036,2016-12
15023,10011,2017-01-31,1293905.59254383,2017-01
15201,10011,2017-02-28,1298786.5456814563,2017-02
15379,10011,2017-03-31,1296160.919487043,2017-03
15557,10011,2017-04-30,1296974.2459646368,2017-04
15735,10011,2017-05-31,1288857.157536575,2017-05
15913,10011,2017-06-30,1289232.0990814886,2017-06
16091,10011,2017-07-31,1289300.0703408169,2017-07
16269,10011,2017-08-31,1292243.5349335482,2017-08
16447,10011,2017-09-30,1281852.8501842115,2017-09
16625,10011,2017-10-31,1275688.8311393205,2017-10
16803,10011,2017-11-30,1268585.7652252328,2017-11
16981,10011,2017-12-31,1275281.638174607,2017-12
17159,10011,2018-01-31,1286360.9287153257,2018-01
17337,10011,2018-02-28,1300101.6461401265,2018-02
17515,10011,2018-03-31,1317296.851215982,2018-03
17693,10011,2018-04-30,1339207.0222471242,2018-04
17871,10011,2018-05-31,1362812.8535442222,2018-05
18049,10011,2018-06-30,1376251.142376195,2018-06
18227,10011,2018-07-31,1379529.79961122,2018-07
18405,10011,2018-08-31,1381219.1398824477,2018-08
18583,10011,2018-09-30,1397175.9704361644,2018-09
18761,10011,2018-10-31,1413720.9889623446,2018-10
18939,10011,2018-11-30,1422454.1505308482,2018-11
19117,10011,2018-12-31,1416417.0580677388,2018-12
19295,10011,2019-01-31,1383323.7962126595,2019-01
19473,10011,2019-02-28,1345491.8124821472,2019-02
19651,10011,2019-03-31,1293968.47778021,2019-03
19829,10011,2019-04-30,1261612.2110340914,2019-04
20007,10011,2019-05-31,1242685.2697403757,2019-05
20185,10011,2019-06-30,1241155.9391824706,2019-06
20363,10011,2019-07-31,1253378.9087139594,2019-07
20541,10011,2019-08-31,1260993.6617773278,2019-08
20719,10011,2019-09-30,1263301.4065357216,2019-09
20897,10011,2019-10-31,1255757.431217789,2019-10
21075,10011,2019-11-30,1261991.1490104757,2019-11
21253,10011,2019-12-31,1266233.0931450396,2019-12
21431,10011,2020-01-31,1281830.1559056395,2020-01
21609,10011,2020-02-29,1285728.4094264458,2020-02
21787,10011,2020-03-31,1292246.4660777543,2020-03
21965,10011,2020-04-30,1294386.5446718726,2020-04
22143,10011,2020-05-31,1306764.1317069244,2020-05
22321,10011,2020-06-30,1311592.7244826276,2020-06
22499,10011,2020-07-31,1313580.265818935,2020-07
22677,10011,2020-08-31,1310194.4200991343,2020-08
22855,10011,2020-09-30,1325516.1647960434,2020-09
23033,10011,2020-10-31,1340902.0196671349,2020-10
23211,10011,2020-11-30,1353031.573854905,2020-11
23389,10011,2020-12-31,1360694.4938754693,2020-12
23567,10011,2021-01-31,1363285.7032049028,2021-01
23745,10011,2021-02-28,1369007.2755464427,2021-02
23923,10011,2021-03-31,1376894.2817766205,2021-03
24101,10011,2021-04-30,1379728.9972480952,2021-04
24279,10011,2021-05-31,1385843.2326359905,2021-05
24457,10011,2021-06-30,1393361.2325654018,2021-06
24635,10011,2021-07-31,1413444.4690729592,2021-07
24813,10011,2021-08-31,1432669.4054731976,2021-08
24991,10011,2021-09-30,1440431.3595397924,2021-09
25169,10011,2021-10-31,1443646.9714094112,2021-10
25347,10011,2021-11-30,1447321.7759185687,2021-11
25525,10011,2021-12-31,1451483.202310476,2021-12
25703,10011,2022-01-31,1468355.5879717397,2022-01
25881,10011,2022-02-28,1495801.559666536,2022-02
26059,10011,2022-03-31,1554278.2620940872,2022-03
26237,10011,2022-04-30,1600279.6233199143,2022-04
26415,10011,2022-05-31,1643896.2390053219,2022-05
26593,10011,2022-06-30,1666270.4750256676,2022-06
26771,10011,2022-07-31,1671247.8642890854,2022-07
26949,10011,2022-08-31,1652069.6014062278,2022-08
27127,10011,2022-09-30,1615953.3771296646,2022-09
27305,10011,2022-10-31,1592237.82541241,2022-10
27483,10011,2022-11-30,1565904.718418769,2022-11
27661,10011,2022-12-31,1540294.336079277,2022-12
27839,10011,2023-01-31,1510559.3412778422,2023-01
147,10012,2010-01-31,403532.5580114424,2010-01
325,10012,2010-02-28,396417.55104043713,2010-02
503,10012,2010-03-31,396614.79974016594,2010-03
681,10012,2010-04-30,397644.9042430157,2010-04
859,10012,2010-05-31,399712.60045526526,2010-05
1037,10012,2010-06-30,402118.73220407736,2010-06
1215,10012,2010-07-31,407751.05356767616,2010-07
1393,10012,2010-08-31,414765.9352756673,2010-08
1571,10012,2010-09-30,422305.5233722408,2010-09
1749,10012,2010-10-31,426448.09105473506,2010-10
1927,10012,2010-11-30,424945.7183122527,2010-11
2105,10012,2010-12-31,422770.51366911456,2010-12
2283,10012,2011-01-31,424336.38936859305,2011-01
2461,10012,2011-02-28,430865.45472583984,2011-02
2639,10012,2011-03-31,438532.4549444886,2011-03
2817,10012,2011-04-30,446500.62014491076,2011-04
2995,10012,2011-05-31,454029.582885529,2011-05
3173,10012,2011-06-30,461588.3808465957,2011-06
3351,10012,2011-07-31,466463.2951255436,2011-07
3529,10012,2011-08-31,473715.88622400025,2011-08
3707,10012,2011-09-30,481366.2552486362,2011-09
3885,10012,2011-10-31,486441.76984519244,2011-10
4063,10012,2011-11-30,485142.68053247384,2011-11
4241,10012,2011-12-31,480811.6575513468,2011-12
4419,10012,2012-01-31,476619.10856699524,2012-01
4597,10012,2012-02-29,477910.9917095907,2012-02
4775,10012,2012-03-31,481469.7090175436,2012-03
4953,10012,2012-04-30,485675.184540126,2012-04
5131,10012,2012-05-31,488954.29065682436,2012-05
5309,10012,2012-06-30,490750.85376524576,2012-06
5487,10012,2012-07-31,491959.7314750453,2012-07
5665,10012,2012-08-31,493155.2277532283,2012-08
5843,10012,2012-09-30,498088.0100248511,2012-09
6021,10012,2012-10-31,504163.7736821293,2012-10
6199,10012,2012-11-30,513545.80514487065,2012-11
6377,10012,2012-12-31,520538.4590627328,2012-12
6555,10012,2013-01-31,532788.3794036139,2013-01
6733,10012,2013-02-28,546796.8324823027,2013-02
6911,10012,2013-03-31,564987.7965739382,2013-03
7089,10012,2013-04-30,575388.7660700971,2013-04
7267,10012,2013-05-31,579031.2644030334,2013-05
7445,10012,2013-06-30,577177.3969402937,2013-06
7623,10012,2013-07-31,580470.2834299303,2013-07
7801,10012,2013-08-31,586854.8270931743,2013-08
7979,10012,2013-09-30,600448.266999134,2013-09
8157,10012,2013-10-31,617842.4879829595,2013-10
8335,10012,2013-11-30,633052.0550994915,2013-11
8513,10012,2013-12-31,647338.1342233601,2013-12
8691,10012,2014-01-31,659239.2271869241,2014-01
8869,10012,2014-02-28,676589.9747825364,2014-02
9047,10012,2014-03-31,694117.6533975736,2014-03
9225,10012,2014-04-30,709686.7637311098,2014-04
9403,10012,2014-05-31,720496.3576077331,2014-05
9581,10012,2014-06-30,720486.7962229927,2014-06
9759,10012,2014-07-31,717585.9959897497,2014-07
9937,10012,2014-08-31,716470.8058954965,2014-08
10115,10012,2014-09-30,722726.3366840472,2014-09
10293,10012,2014-10-31,734791.1464618339,2014-10
10471,10012,2014-11-30,745467.6304197172,2014-11
10649,10012,2014-12-31,754861.0508520835,2014-12
10827,10012,2015-01-31,768800.7130208376,2015-01
11005,10012,2015-02-28,790853.084675991,2015-02
11183,10012,2015-03-31,816345.334958598,2015-03
11361,10012,2015-04-30,834031.33329343,2015-04
11539,10012,2015-05-31,849534.6926641344,2015-05
11717,10012,2015-06-30,862073.4449795288,2015-06
11895,10012,2015-07-31,872561.4063031814,2015-07
12073,10012,2015-08-31,875811.6319230128,2015-08
12251,10012,2015-09-30,878117.2321881606,2015-09
12429,10012,2015-10-31,885058.90004626,2015-10
12607,10012,2015-11-30,897929.4491779893,2015-11
12785,10012,2015-12-31,919833.7673718969,2015-12
12963,10012,2016-01-31,940497.2473472506,2016-01
13141,10012,2016-02-29,966059.7920299466,2016-02
13319,10012,2016-03-31,988566.9198370269,2016-03
13497,10012,2016-04-30,1011037.3761041128,2016-04
13675,10012,2016-05-31,1022830.5344300196,2016-05
13853,10012,2016-06-30,1027675.8880522702,2016-06
14031,10012,2016-07-31,1033191.4459700149,2016-07
14209,10012,2016-08-31,1040643.7871160642,2016-08
14387,10012,2016-09-30,1048008.2613660451,2016-09
14565,10012,2016-10-31,1050691.3138273729,2016-10
14743,10012,2016-11-30,1054265.0380685823,2016-11
14921,10012,2016-12-31,1062845.0564461036,2016-12
15099,10012,2017-01-31,1066340.0740172209,2017-01
15277,10012,2017-02-28,1068100.5163985777,2017-02
15455,10012,2017-03-31,1061691.5649930562,2017-03
15633,10012,2017-04-30,1058235.318829789,2017-04
15811,10012,2017-05-31,1044061.9125665128,2017-05
15989,10012,2017-06-30,1043393.5686235705,2017-06
16167,10012,2017-07-31,1050403.1273040895,2017-07
16345,10012,2017-08-31,1065687.3050721164,2017-08
16523,10012,2017-09-30,1060986.4468126802,2017-09
16701,10012,2017-10-31,1069030.6277281258,2017-10
16879,10012,2017-11-30,1089767.5344583718,2017-11
17057,10012,2017-12-31,1131424.198852897,2017-12
17235,10012,2018-01-31,1155422.4553861958,2018-01
17413,10012,2018-02-28,1164076.0273988321,2018-02
17591,10012,2018-03-31,1164826.3994257553,2018-03
17769,10012,2018-04-30,1171707.6102730741,2018-04
17947,10012,2018-05-31,1190283.519308585,2018-05
18125,10012,2018-06-30,1206138.2014794594,2018-06
18303,10012,2018-07-31,1218758.9965837249,2018-07
18481,10012,2018-08-31,1225262.699303726,2018-08
18659,10012,2018-09-30,1237093.4790789594,2018-09
18837,10012,2018-10-31,1248064.0849542941,2018-10
19015,10012,2018-11-30,1248558.9520249818,2018-11
19193,10012,2018-12-31,1248723.7710959676,2018-12
19371,10012,2019-01-31,1246075.86413897,2019-01
19549,10012,2019-02-28,1257884.983190683,2019-02
19727,10012,2019-03-31,1262475.2561354665,2019-03
19905,10012,2019-04-30,1266970.4453745114,2019-04
20083,10012,2019-05-31,1272329.3753327949,2019-05
20261,10012,2019-06-30,1294304.8006157884,2019-06
20439,10012,2019-07-31,1338098.87587375,2019-07
20617,10012,2019-08-31,1374805.544957274,2019-08
20795,10012,2019-09-30,1400781.766494485,2019-09
20973,10012,2019-10-31,1408726.4830869406,2019-10
21151,10012,2019-11-30,1429102.999230342,2019-11
21329,10012,2019-12-31,1442279.3612818315,2019-12
21507,10012,2020-01-31,1471996.7861003568,2020-01
21685,10012,2020-02-29,1494741.7973181764,2020-02
21863,10012,2020-03-31,1525123.8954165662,2020-03
22041,10012,2020-04-30,1553302.5115218018,2020-04
22219,10012,2020-05-31,1584400.336182571,2020-05
22397,10012,2020-06-30,1600736.7063205354,2020-06
22575,10012,2020-07-31,1594279.4837835922,2020-07
22753,10012,2020-08-31,1582557.6048429671,2020-08
22931,10012,2020-09-30,1587280.088288735,2020-09
23109,10012,2020-10-31,1594150.037862856,2020-10
23287,10012,2020-11-30,1594736.184835245,2020-11
23465,10012,2020-12-31,1586668.7508335926,2020-12
23643,10012,2021-01-31,1573384.9997171138,2021-01
23821,10012,2021-02-28,1574259.9931908606,2021-02
23999,10012,2021-03-31,1603515.6571700098,2021-03
24177,10012,2021-04-30,1658397.2665157474,2021-04
24355,10012,2021-05-31,1718116.2242280757,2021-05
24533,10012,2021-06-30,1769876.1254076585,2021-06
24711,10012,2021-07-31,1842419.99347993,2021-07
24889,10012,2021-08-31,1933777.8834145556,2021-08
25067,10012,2021-09-30,2030433.434374826,2021-09
25245,10012,2021-10-31,2113041.7916797413,2021-10
25423,10012,2021-11-30,2184780.177257753,2021-11
25601,10012,2021-12-31,2242873.91980908,2021-12
25779,10012,2022-01-31,2280249.3964945287,2022-01
25957,10012,2022-02-28,2300763.8333507986,2022-02
26135,10012,2022-03-31,2330879.0922000273,2022-03
26313,10012,2022-04-30,2352752.976736689,2022-04
26491,10012,2022-05-31,2379900.1726208692,2022-05
26669,10012,2022-06-30,2395217.699456973,2022-06
26847,10012,2022-07-31,2398447.3012614828,2022-07
27025,10012,2022-08-31,2388604.7217582767,2022-08
27203,10012,2022-09-30,2363688.1967612724,2022-09
27381,10012,2022-10-31,2365900.0126853683,2022-10
27559,10012,2022-11-30,2369121.2149878773,2022-11
27737,10012,2022-12-31,2374226.3980158083,2022-12
27915,10012,2023-01-31,2365043.09292982,2023-01
132,10013,2010-01-31,1349047.9135625765,2010-01
310,10013,2010-02-28,1325560.8951253411,2010-02
488,10013,2010-03-31,1310302.5008967358,2010-03
666,10013,2010-04-30,1304371.7884737726,2010-04
844,10013,2010-05-31,1304043.7159702159,2010-05
1022,10013,2010-06-30,1308491.3254110923,2010-06
1200,10013,2010-07-31,1326191.4110957885,2010-07
1378,10013,2010-08-31,1352422.71489262,2010-08
1556,10013,2010-09-30,1381530.4557293477,2010-09
1734,10013,2010-10-31,1401936.3084527825,2010-10
1912,10013,2010-11-30,1401283.6505064543,2010-11
2090,10013,2010-12-31,1394223.8414685372,2010-12
2268,10013,2011-01-31,1395743.6785862234,2011-01
2446,10013,2011-02-28,1412612.1320761412,2011-02
2624,10013,2011-03-31,1432431.4253895641,2011-03
2802,10013,2011-04-30,1449085.673961024,2011-04
2980,10013,2011-05-31,1465812.661750325,2011-05
3158,10013,2011-06-30,1481489.096471686,2011-06
3336,10013,2011-07-31,1490669.9732897852,2011-07
3514,10013,2011-08-31,1505284.004740556,2011-08
3692,10013,2011-09-30,1526495.350826049,2011-09
3870,10013,2011-10-31,1542974.809138561,2011-10
4048,10013,2011-11-30,1545703.2737985225,2011-11
4226,10013,2011-12-31,1537017.7589172898,2011-12
4404,10013,2012-01-31,1530898.094381197,2012-01
4582,10013,2012-02-29,1530289.1521950103,2012-02
4760,10013,2012-03-31,1534127.020194059,2012-03
4938,10013,2012-04-30,1541764.044832065,2012-04
5116,10013,2012-05-31,1549007.0887842902,2012-05
5294,10013,2012-06-30,1551931.2258340411,2012-06
5472,10013,2012-07-31,1552308.545677177,2012-07
5650,10013,2012-08-31,1554563.9250805334,2012-08
5828,10013,2012-09-30,1565091.5730935354,2012-09
6006,10013,2012-10-31,1569783.4421126617,2012-10
6184,10013,2012-11-30,1578312.6076453046,2012-11
6362,10013,2012-12-31,1586142.7058636006,2012-12
6540,10013,2013-01-31,1611348.4410161446,2013-01
6718,10013,2013-02-28,1636522.1172097698,2013-02
6896,10013,2013-03-31,1670979.9245870297,2013-03
7074,10013,2013-04-30,1694055.07737292,2013-04
7252,10013,2013-05-31,1717097.2763613863,2013-05
7430,10013,2013-06-30,1725072.8306915313,2013-06
7608,10013,2013-07-31,1740963.8018259131,2013-07
7786,10013,2013-08-31,1763874.4283402408,2013-08
7964,10013,2013-09-30,1809869.7365048425,2013-09
8142,10013,2013-10-31,1870553.2585635316,2013-10
8320,10013,2013-11-30,1919844.4215690624,2013-11
8498,10013,2013-12-31,1964124.55068779,2013-12
8676,10013,2014-01-31,1998021.0512908413,2014-01
8854,10013,2014-02-28,2038945.6930198641,2014-02
9032,10013,2014-03-31,2072023.1319848546,2014-03
9210,10013,2014-04-30,2096978.0676356326,2014-04
9388,10013,2014-05-31,2111841.9483555104,2014-05
9566,10013,2014-06-30,2107007.1020281003,2014-06
9744,10013,2014-07-31,2100365.4867313346,2014-07
9922,10013,2014-08-31,2100833.646070465,2014-08
10100,10013,2014-09-30,2129273.4222332784,2014-09
10278,10013,2014-10-31,2170056.617834046,2014-10
10456,10013,2014-11-30,2219270.9067414817,2014-11
10634,10013,2014-12-31,2256629.5359779554,2014-12
10812,10013,2015-01-31,2297748.3118032846,2015-01
10990,10013,2015-02-28,2346769.6972035216,2015-02
11168,10013,2015-03-31,2395619.1892962987,2015-03
11346,10013,2015-04-30,2435449.579695092,2015-04
11524,10013,2015-05-31,2460945.9979482708,2015-05
11702,10013,2015-06-30,2486222.4818935744,2015-06
11880,10013,2015-07-31,2501273.468760397,2015-07
12058,10013,2015-08-31,2516170.7031421945,2015-08
12236,10013,2015-09-30,2538597.1603759355,2015-09
12414,10013,2015-10-31,2576744.411903511,2015-10
12592,10013,2015-11-30,2612527.496413592,2015-11
12770,10013,2015-12-31,2642168.70937693,2015-12
12948,10013,2016-01-31,2653026.2723453776,2016-01
13126,10013,2016-02-29,2669541.944557945,2016-02
13304,10013,2016-03-31,2691583.6030777083,2016-03
13482,10013,2016-04-30,2723425.3038407904,2016-04
13660,10013,2016-05-31,2743159.386733094,2016-05
13838,10013,2016-06-30,2743201.1382596404,2016-06
14016,10013,2016-07-31,2732132.0802374226,2016-07
14194,10013,2016-08-31,2722843.207754023,2016-08
14372,10013,2016-09-30,2717462.3936129957,2016-09
14550,10013,2016-10-31,2719865.5784847005,2016-10
14728,10013,2016-11-30,2726301.0848523797,2016-11
14906,10013,2016-12-31,2746542.211803688,2016-12
15084,10013,2017-01-31,2754229.1468275785,2017-01
15262,10013,2017-02-28,2754263.1507017245,2017-02
15440,10013,2017-03-31,2744723.99882615,2017-03
15618,10013,2017-04-30,2756827.360056061,2017-04
15796,10013,2017-05-31,2754912.024214989,2017-05
15974,10013,2017-06-30,2774794.6583360927,2017-06
16152,10013,2017-07-31,2784301.2410137914,2017-07
16330,10013,2017-08-31,2802050.0406276193,2017-08
